,Reason Lists,Labels
0,"“Please share this story on Facebook!”
“American heroes supporting Native American heroes.”
“Trump’s early decision to approve the pipeline was a conflict-of-interest, and we must impeach him for it.”
“Donald Trump’s business investments spread throughout the world.”
“Now, we know that he has ties to the Dakota Access Pipeline, the one that crosses sacred Indian land.”
“The construction of the pipeline raised the ire of Native American Sioux settlements in the area.”
“It will cross sacred land and pollute their water supply.”
“The pipeline is also a threat to the Missouri and Mississippi Rivers, which provide drinking water for millions of people.”
“In addition, the two rivers provide shipping avenues for commerce through the middle of the country.”
“Opposition to the pipeline resulted in massive protests.”","['Opinion', 'Sensational']"
1,"“...source: :www.snopes.com amindunchained.com www.historyofvaccines.org...”
“The vaccine contains gelatin and polysorbate 80 (Tween-80), which are used in the production of the pertussis concentrate.”
“These adverse events reported during post-approval use of Tripedia vaccine include idiopathic thrombocytopenic purpura, SIDS, anaphylactic reaction, cellulitis, autism, convulsion/grand mal convulsion, encephalopathy, hypotonia, neuropathy, somnolence and apnea.”
“Events were included in this list because of the seriousness or frequency of reporting.”
“Because these events are reported voluntarily from a population of uncertain size, it is not always possible to reliably estimate their frequencies or to establish a causal relationship to components of Tripedia vaccine.”
“In this sense it should be noted that Acellular Pertussis Vaccine Concentrates For Further Manufacturing Use are produced by The Research Foundation for Microbial Diseases of Osaka University BIKEN Osaka Japan under United States US license and are combined with diphtheria and tetanus toxoids manufactured by Sanofi Pasteur Inc Tripedia...”
“...vaccine is filled labeled packaged and released by Sanofi Pasteur Inc What s in Tripedia that probably can interfere with brain chemistry and neurology...”
“According to the Tripedia’s package insert, some ingredients include: Bovine extract, formaldehyde used to inactivate microorganisms a couple of times, ammonium sulfate, aluminum potassium sulfate and two growth mediums: modified Mueller and Miller is one; the other is Stainer-Scholte medium.”
“What is the content of these two growth mediums?”
“Mueller and Miller medium contains Glucose sodium chloride sodium phosphate dibasic monopotassium phosphate magnesium sulfate hydrate ferrous sulfate heptahydrate cysteine hydrochloride tyrosine hydrochloride uracil hydrochloride Ca pantothenate in ethanol thiamine in ethanol pyridoxine hydrochloride in ethanol riboflavin in ethanol biotin in ethanol sodium hydroxide beef heart infusion de fatted beef...”
“In this sense it should be noted that Acellular Pertussis Vaccine Concentrates For Further Manufacturing Use are produced by The Research Foundation for Microbial Diseases of Osaka University BIKEN Osaka Japan under United States US license and are combined with...”
“...diphtheria and tetanus toxoids manufactured by Sanofi Pasteur Inc Tripedia vaccine is filled labeled packaged and released by Sanofi Pasteur Inc What s in Tripedia that probably can interfere with brain chemistry and neurology...”
“According to the Tripedia s package insert some ingredients include Bovine extract formaldehyde used to inactivate microorganisms a couple of times ammonium sulfate aluminum potassium sulfate and two growth mediums modified Mueller and Miller is one the other is Stainer...”
“Scholte medium...”","['Agenda Driven', 'Journalism', 'Opinion', 'Satire', 'Sensational', 'Wiki']"
2,"“Dorris said authorities were still “actively investigating” the shooting.”
“No arrests had been made as of Monday evening.”
““Whether or not he was specifically targeted, or whether this was because of the uniform he was wearing or the place he pulled up to in the morning, we just don’t know that right now,” Dorris said.”
“The shooting of Harris County Precinct 3 Assistant Chief Deputy Clinton Greenwood did not appear to be random, according to Baytown police Lt. Steve Dorris, but a motive was not immediately clear.”
“A highly regarded Texas law enforcement officer was shot and killed Monday moments after arriving for work in an attack that prompted a massive manhunt for the gunman.”","['Opinion', 'Satire', 'Sensational']"
3,"“More Hurricane Irene coverage from the Washington Post:Hurricane TrackerMassive Hurricane Irene resumes intensificationHurricane Irene to sock beaches, sweep D.C. metro regionA warm and summery calm before Irene; tropical storm warning issued...”
“If you see a picture of a dolphin hanging out in Central Park after Irene moves through the East Coast this weekend, you may want to investigate it further.”
“What’s the lesson here?”
“The church was located in Christchurch, New Zealand.”
“When the earthquake hit Japan, photographs of a damaged church started circulating.”
“After the death of Osama bin Laden, a fake photo of his body circulated on Arab news outlets.”
“This phenomenon is nothing new.”
“We will update this post if we hear back.”
“Neatorama, for example, has removed its story with the photo called “Thank you, Hurricane Irene: Shark in the street.” We’ve asked Channel 7 in Miami, which broadcast the user-submitted photo, if it plans to inform viewers about its fakeness.”
“Some sites have since realized their error.”",['Sensational']
4,"“Littleton concluded the press conference by informing reporters that the U.S Department of Transportation is currently working diligently to release all relevant information pertaining to the new regulation on the U.D.O.T website.”
“Littleton did not have details regarding the government subsidized repair readily available, however told reporters that he expects the subsidized cost to be around $35 to the consumer.”
“The purpose of the mandatory governor would be to prevent motorcyclists from exceeding a speed of 75- miles per hour.”
“The regulation aims to drastically reduce the amount of annual motorcycle fatalities in the United States.”
“Many are not surprised by the regulation as politicians have been asking for stricter safety features to be implemented on motorcycles for the past several decades.”
“In 2014 the government offered all major motorcycle manufactures including Harley Davidson Yamaha Honda Ducati Kawasaki Suzuki and BMW a large tax incentive to begin implementing governors on all newly manufactured motorcycles however to much surprise all relevant manufactures declined to take advantage of the additional tax incentive requiring government...”
“...officials to return to the drawing board...”
“Members of the U.S. Department of Transportation or U.D.O.T were supportive of the regulation and heavily involved in its roll-out.”
“According to U.S. Department of Transportation representative James Littleton, the motorcycle governor regulation was long past due and made a comparison to the governors placed on traditional automobiles.”
“Littleton told reporters during a press-conference that each year approximately 8,265 motorcycle fatalities occur throughout the United States.”","['Satire', 'Sensational']"
5,"“Here are 9 celebrities who say they'll move to Canada if Donald Trump becomes president:”
“He joins the likes of Barbara Streisand, Chelsea Handler, and several others who are planning to cross the border into the land of liberal prime minister Justin Trudeau should Hillary Clinton lose.”
“""Breaking Bad"" actor Bryan Cranston is the latest celebrity to suggest that he would leave the US for Canada in the event of a Trump victory in Tuesday's election.”
“Ilya S. Savenok; Gary Gershoff/Getty With Election Day close and a Donald Trump presidency appearing increasingly likely, some of Hollywood's left-leaning stars are preparing to emigrate to the country up north if things go sour for them.”
“Bryan Cranston and Donald Trump.”","['Opinion', 'Satire', 'Sensational']"
6,"“Public records show she was released on her own recognizance and given a court date of later this month for arraignment.”
“Her parents have not been available for comment.”
“She wasn’t seen again until she showed up in the 12th precinct jail.”
“They weren’t the types of people you’d expect that girl to be with.”According to the Secret Service, Malia had slipped away late last night after being told open air parties at public parks were too dangerous.”
“All those dudes had that baggy pants thing.”
“Some were doing other things I don’t know.”
“I saw some smoking weed.”
“According to a witness:“They was all just right out there in the open drinkin’ and lettin’ their dogs go at it.”
“She was found in the company of mostly older men when police arrived after being called by a concerned citizen complaining about a loud group of people watching dogs fight in the park.”
“Malia was arrested along with seven others and charged with wanton endangerment of animals, public intoxication and possession of a controlled substance.”",['Satire']
7,"“If a Caucasian teenager did this… You finish the sentence.””
““Not one of those single things amounts to recklessness,” Judge Laurel Beatty Blunt said.”
“Muhuba Mohamed was found guilty of aggravated vehicular homicide after she struck a man who was pushing an infant in a stroller along the side of the road.”
“Mohamed then crashed into a house.”
“The man pushing the stroller was identified as 23-year-old Kenan Ferebee, and the child was his 7-month-old son, Micah.”
“The baby was pronounced dead at an area hospital.”
“The child’s father was taken to a different hospital in critical condition, WBNS reported.”
“A witness said Mohamed had a phone in her hand at the time of the crash, but there was no evidence of any texts or calls being received at the time.”
“Four days earlier, the woman was in an accident in which she crashed into a median, The Columbus Dispatch reported.”
“In both cases, she was driving on a temporary permit without an accompanying licensed driver.”","['Opinion', 'Sensational']"
8,"“Thank you for taking the time to read this post.”
“If this in anyway sounds like something that you may be interested in pursuing, please e-mail me for more details and pictures.”
“...in my life...”
“...put her first will truly listen to what she has to say will share in her interests will be totally monogamous will be there for her in good times and tough times and will make her the most important person...”
“This special woman should also be willing and able to financially take care of both of us realizing that money is by no means the most important aspect in life In return she will get a man that will always...”
“...want companionship and a loving relationship...”
“In addition I m also a writer and painter The special woman that I am looking for will be intelligent self assured genuinely like who she is be compassionate passionate curious have a good sense of humour and most importantly...”
“Very well educated, sophisticated, good listener, compassionate, passionate, spontaneous, curious, gourmet cook, world traveller, socially adept, and true lover of life.”
“I'm a 58 year old widower, retired professional, who through no fault of my own, has fallen on difficult financial times.”
“Only the most discerning, out of the box thinking women, will find this intriguing.”","['Satire', 'Sensational']"
9,"“If convicted, Obama could face up to 40 years in prison, and no President will...”
“That tap was authorized by executive order for national security reasons.”
“President Trump ordered Obama s phones tapped to catch him in a lie over the Russia scandal...”
“Obama basically confessed in a private call to one of Hillary Clinton s aides that he had the Trump Tower tapped and we can t find any federal order legally authorized by a judge to do so The call between Obama and Huma Abedin was intercepted by the FBI after...”
“Obama basically confessed in a private call to one of Hillary Clinton’s aides that he had the Trump Tower tapped and we can’t find any federal order legally authorized by a judge to do so.” “The proof is undeniable.”
“Todd McMartin, a spokesman for the FBI, told Fox News:“The proof is undeniable.”
“Todd McMartin, a spokesman for the FBI, told Fox News: Trump first disclosed the bombshell in an early morning tweetstorm, knowing already that the FBI was preparing charges and asking a judge to sign a warrant for Obama’s arrest.”
“Trump first disclosed the bombshell in an early morning tweetstorm, knowing already that the FBI was preparing charges and asking a judge to sign a warrant for Obama’s arrest.”
“Nothing came of it since President Trump nor any of his campaign staff have ever been to, spoken with or had anything to do with Russia or its agents.”
“The order, which isn’t something even a president can do without the signature of a federal judge, was to listen in on Trump and his children to try to find a connection to Russia.”","['Opinion', 'Sensational']"
