,Reason Lists,Labels
0,"“Yesterday was a living nightmare.”
“...perri christinaperri October 2 2017 My has many emotions today...”
“Thank you, Tom Petty, for all of the light you brought to the world.”
““you belong somewhere you feel free.” — John Mayer (@JohnMayer) October 2, 2017“Thank you, Tom Petty, for all of the light you brought to the world,” Ed Helms said.”
“I loved Tom Petty and I covered his songs because I wanted know what it felt like to fly.”
“❤️ #RIPTomPetty — Sheryl Crow (@SherylCrow) October 2, 2017“I loved Tom Petty and I covered his songs because I wanted to know what it felt like to fly,” John Mayer wrote.”
“We will miss you.”
“You brought us so much joy, @tompetty.”
“Vegas and now a great music hero has passed.”
“We will miss you.”This is unbearable.”","['Satire', 'Sensational']"
1,"“Follow...”
“Now On Spotify!”
“The Weight of These Wings will include 24 new songs from Lambert, including her latest single, “Vice.” Give it a listen in the video below.”
“Called The Weight of These Wings, the album will make its debut on November 18th.”
“While Shelton is completely devoted to The Voice right now, Lambert is preparing for the release of a double album.”
“Although Shelton and Lambert were both at the ACM Honors in August, they never encountered one another at the event.”
“The contact confirmed to Gossip Cop that the supposed meeting between Shelton and Lambert is “completely made up.“In addition, Shelton hasn’t even been in Nashville since August, likely due to his commitments for The Voice.”
“A contact close to Shelton and Lambert got in touch with Gossip Cop, a website known for exclusively debunking rumors and falsified reports in the entertainment industry.”
“It turns out the rumors are simply that, rumors.”
“So is there any truth to the rumors?”","['Opinion', 'Sensational']"
2,"“We're grown ups, and we're going to take our time and we're going to do things at our own pace.""”
“""I've made plenty of mistakes in my past and [...] we're mature now.”
““We have to take our time,"" she told Good Morning America in June.”
“Between work, family and their relationship, the star doesn't have any complaints — though she realizes it's all about balance.”
“Lopez has said she's ""blessed"" to be with Rodriguez.”
“MILA KUNIS SAYS SHE WAS TO BLAME FOR 'HORRIBLE' MACAULAY CULKIN BREAKUP: 'I'LL BE THE FIRST TO ADMIT IT'The A-list couple, Lopez’s twin children and Rodriguez’s two young daughters were all in the Bahamas together on Tuesday, People reports.”
“Rodriguez later followed up that post with another gallery, captioned “Birthday girl .”The gallery included several shots of the famous duo together, including an image of them on bicycles.”
“I love you mucho Macha 13.”KARLIE KLOSS AND JOSH KUSHNER ARE ENGAGEDSeveral solo shots of Lopez were included in the mix, as was a photo of a neon sign.”
“For someone who has been about giving everything she has 365 days a year—to our children, our families, the world—I hope today, we can give you all the happiness you deserve.”
“).”The 42-year-old continued, “I see firsthand how that’s changed for Jennifer, and how she’s found joy in sharing with others.”",['Sensational']
3,"“Let us know!”
“Is he right, or just downright rude?”
“HollywoodLifers, what do you think of Rob’s response to Blac trying to rap?”
“We have no idea how good Blac would be at rapping, but we certainly would be interested to hear it, ESPECIALLY if she spills the tea on her split with Rob in a diss track!”
“Perhaps she’s become inspired by her pal Nicki Minaj, who recently rapped about her on the track “Rake It Up,” and even invited her to be in the music video!”
“The reason rumors exploded that Blac would be trying her hand at the rap game is because she was spotted walking into Capital Records with her lawyer, and MTO reports that they offered her a $1 million recording deal.”
“We all remember the cringe-worthy song by Britney Spears’ ex Kevin Federline, “Popozao.” The world doesn’t need a repeat of THAT atrocity.”
“He is actually kind of looking forward to see her fail and thinks she will be even worse than K-Fed.” Yikes!”
““And even if she goes after Rob in her raps he thinks she will be so bad that it won’t matter because she will just be embarrassing herself.”
““Rob has had some major laughs thinking about Blac Chyna trying to rap,” an insider told HollywoodLife.com EXCLUSIVELY.”","['Opinion', 'Satire', 'Sensational']"
4,"“...is with husband Justin...”
“The trip is going to be a blast claims the source who adds I imagine Brad and Jen will steal private moments to they can have some emotional heart to hearts Reps for both Brad and Jen have denied Star s story and Jen has long said how happy she...”
“The magazine claims that Jen has booked a $10,000 a night chalet featuring multiple fireplaces and hot tubs.”
“Jen thought it was genius.”
“‘He pointed out that they could even hit the slopes together, since no one would recognise them in their ski masks, goggles and helmets.”
“‘He said he could fly over in his private jet and meet up with her there.”
“‘When Jen mentioned that she was planning to go skiing with friends in Aspen after New Year’s, a light bulb went off in Brad’s head,’ claims Star’s source.”
“While she will be accompanied by close friends, it seems there is room for Brad.”
“‘Jen has been a real source of comfort and strength for Brad, and during their long talks, they realised just how strong their bond still is.’The publication goes on to claim that the duo have arranged to meet up on a skiing break.”
“‘They’ve been growing closer ever since Jen reached out to Brad after his split from Ange,’ a source told Star.”",['Sensational']
5,"“Their friendship has blossomed from there.””
““They were practically inseparable at the Vogue party at Annabel’s (nightclub), and again the following night at a Miu Miu fashion party where Rob was trying to be really low key.”
““Rob looked smitten with Mabel and they spent two nights glued to each other,” an insider informs the publication.”
“...end parties together...”
“Try refreshing your browser or Robert Pattinson in new relationship Report Back to video Sources tell The Mirror the alleged lovebirds were practically inseparable during London Fashion Week last month and appeared enamoured with each other as they circulated high...”
“...tap here to see other videos from our team.”
“We apologize, but this video has failed to load.”
“...of musicians Neneh Cherry and Cameron McVey...”
“The Twilight star called an end to his engagement with musician Twigs in October after a three year relationship and it appears he has since moved on with rumours suggesting he now has his eyes set on Mabel the daughter...”
“Article contentActor Robert Pattinson is reportedly getting close to singer Mabel after splitting from Fka Twigs.”",['Satire']
6,"“Email us at tips@radaronline.com, or call us at 800-344-9598 any time, day or night.”
“Do you have a story for RadarOnline.com?”
“We pay for juicy info!”
“They then re-united in 2010 after attending couples’ counseling.”
“Pink and Hart got married in 2006 before splitting in 2008.”
““But now Pink wants Carey to focus on being a parent — or she’ll push him out the door!”Pink showed off her maternal side recently when she spoke about how her daughter was bullied at school during MTV’s Music Video Awards.”
““They partied hard together when they were younger,” added the source.”
“They also have a daughter Willow, 6.”
““She adores Carey, but she wants to lead a more sober and sensible lifestyle now that they’ve got two kids.”The couple – who have publicly admitted to having ups and downs for years – welcomed their baby son Jameson (seven months) last December.”
“A source revealed: “Pink wishes Carey would grow up and take his responsibilities more seriously instead of getting bombed and acting like a big kid,” an insider spilled.”","['Opinion', 'Satire', 'Sensational']"
7,"“Tell us below!”
“We’re swooning over how cute they are together.”
“Not only has he been giving her ‘so much support’ ahead of her AMAs performance, but he’s also been taking care of her.”
“Here’s how!”
““[Selena Gomez] has been rehearsing like crazy, but she’s still dealing with a lot of nerves ahead of the [American Music Awards].”
“Justin [Bieber]‘s been amazing… he’s giving her so much support, telling her how great she’s going to do.”
“He’s been pumping her up, saying exactly what she needs to hear,” a source close to the singer tells HollywoodLife.com EXCLUSIVELY.”
““Justin hates seeing Selena stress out.”
“She’s been so busy getting ready for the AMAs, she doesn’t have as much time to take care of herself.”
“Justin worries that she doesn’t eat enough, so the other day when she was in rehearsals, he had her favorite deli in Beverly Hills deliver some soup.”","['Opinion', 'Satire', 'Sensational']"
8,"“You may be able to find more information about this and similar content at piano.io...”
“This content is created and maintained by a third party, and imported onto this page to help users provide their email addresses.”
“Due to the gaping 21-year age difference between Gomez and Theroux, it's likely that The Leftovers star and the ""Fetish"" singer are no more than friends—but in the small world of Hollywood, crazier things have happened.”
“But more recent reporting suggests that the pair are strictly platonic.”
“BACKGRIDLike Gomez, Collins has also been linked to The Leftovers star, with romance rumors following shortly after Theroux and Aniston's public breakup back in February.”
“...and Theroux Petra Collins...”
“In early May the two were spotted together in New York City on a group outing with a whole crew of A list pals including Paul Rudd and his wife Julie Yaeger Rooney Mara and photographer friend to both Gomez...”
“There's certainly truth that Gomez and Theroux have been spending some time together.”
“...between her Theroux and Gomez her former husband of two years and friend respectively...”
“It s all simply speculation no confirmation has come from Gomez Theroux or either of their reps though Life Style s source adds fuel to the gossip by suggesting that Jennifer Aniston is not happy about the rumored love connection...”",['Sensational']
9,"“Pawel's photographs have drawn comparisons with Italian businessman Gianluca Vacchi, 49, who is renowned for his toned physique.”
“He keeps them entertained with photographs of his intense workout routines, which often feature him working out topless or in muscle tanks.”
“Pawel now boasts more than 335,000 followers on Instagram.”
“...his Polish Viking Instagram The model who first started training at 16 had been posting regularly on social media but said it was only when he dyed his hair that he started building up his fan base...”
“Dedicated Before left and after photos reveal how far Pawel has come in his journey Amazed Instagram followers often ask Pawel left before and right after how old he is Social media star Pawel often posts topless workout photos on...”
“Speaking to Polish website Wirtualna Polska, Pawel, who is known online as the 'Polish Viking', explained he first dyed his hair white after he started greying 'years ago' and decided he did not like the salt-and-pepper look.”
“And while many women might balk at the idea of their husbands ageing themselves prematurely, Pawel's glamorous wife Magda is clearly more than happy to be seen with an older man.”
“Pictured, before (left) and afterGlamorous: Pawel often poses for photos with his glamorous wife, Magda, pictured togetherFollowers often comment to ask how old he is and some even think he is in his 60s.”
“Rippling: Pawel Ladziak, from Warsaw, Poland, is only 35 but makes himself look olderTransformation: The personal trainer and model started dyeing his hair when he started going grey and credits his look with his social media success.”
“The personal trainer, who is sometimes mistaken for a pensioner, deliberately ages himself in order to keep up his devoted following on Instagram, believing his unusual look sets him apart from other online stars.”","['Satire', 'Sensational']"
10,"“Would you love to see them tie the knot?”
““Their relationship is going so well right now and they are not thinking of adding anyone to the family that they have now,” a source close to Alex shared with HollywoodLife.com EXCLUSIVELY.”
“HL found out exclusively!”
“There’s no denying Jennifer Lopez, 48, and Alex Rodriguez, 42, have an adorable relationship — but are they determined to take their love to the next level?”
“While marriage may in fact be in the picture, apparently they’re completely satisfied with the amount of kids they each already have!”
“Jennifer, after all, has 9-year-old twins Max and Emme, and A-Rod is the proud father of daughters Ella, 9, and Natasha, 13.”
“Either way though, Jennifer and Alex’s connection has never been stronger!”
“Click here to see sweet PDA pics of J.Lo & A-Rod.”
““They both love each other’s kids and that is all the extra family they need.” Fair enough, but that apparently doesn’t mean we won’t hear wedding bells in the near future!”
“Tell us, HollywoodLifers — do you think Jennifer and Alex SHOULD have more kids?”","['Satire', 'Sensational']"
11,"“Apparently, Kylie plans on bringing Stormi to as many shows as possible whenever her schedule and Stormi's sleep schedule allows it.”
“...source added...”
“They value their time with her and also know it s important to get time alone so the two plan date nights to dinner or movies or just stay home and have a family member or friend watch her the...”
“""Although they are Kylie and Travis, they have a very normal life when it comes to parenting.”
“If one of the parents are working or tied up in events, then the other will step in and take over or they bring young Stormi to work if possible.”
“Kylie and Travis are both extremely busy but are hands-on parents because they do not want to miss out on anything Stormi does,"" a source told Entertainment Tonight.”
“""The birth of Stormi has strengthened their bond together as a couple in ways they didn't even realize were possible.”
“Aside from sharing many accomplishments due to them both killing it in their respective fields, they also share a six-month-old daughter, Stormi Webster, and reports say they are doing a great job at parenting despite their busy lifestyle.”
“Kylie Jenner recently graced the cover of Forbes magazine as the youngest self-made billionaire and Travis Scott just dropped off his anticipated Astroworld album that is getting all the love.”","['Satire', 'Sensational']"
12,"“For the latest celebrity entertainment, news and lifestyle videos, subscribeto Us Weekly’s YouTube Page.”
““They’re just crazy about each other.”For more on Harry and Markle’s romance — and her plans to move to London — pick up the new issue of Us Weekly, on stands now!”
“But there was still one looming introduction that gave Meghan Markle pause.”
“A friend says the Toronto-based Suits actress was “a little nervous” at the thought of meeting boyfriend Prince Harry’s beloved grandmother, Queen Elizabeth II.”
“And though it had taken Duchess Kate five years to score face time with the 91-year-old monarch (they chatted at a 2008 royal family wedding), Markle knew she would be curtseying to Her Majesty before year’s end.”
““He’s keen to make an introduction,” a Harry pal said this spring.”
““It will happen when it’s the right time.”That perfect moment came September 3.”
“Fresh off their three-week vacation in Botswana and Zambia — a getaway one source dubbed “the trip of a lifetime” — the royal whisked 36-year-old Markle 500-plus miles north from his two-bedroom Kensington Palace flat.”
“With his dad Prince Charles and stepmother Camilla, Duchess of Cornwall staying at Birkhall, their 53,000-acre estate in Aberdeenshire, Scotland, “Harry decided to take Meghan to visit as he hadn’t been up yet all summer,” a Harry source explains in the new issue of Us Weekly.”
“Another motivation for the two-day trip, says the source: “He wanted to introduce Meghan to the queen.” So 24 hours after they arrived September 2, the duo popped over to Balmoral Castle, the queen’s summer residence, seven miles away.”",['Sensational']
13,"“Clooney Movies 92 of 264 The Best Male Actors Working Today 187 of 1 017 The Best Actors in Film History...”
“While working on ER he began attracting a variety of leading roles in films with his breakthrough role in From Dusk till Dawn 1996 and the crime comedy Out of Sight 1998 in more Age 59 59 Birthplace Lexington Kentucky United States of America More George Clooney The Best George...”
“...nominations...”
“In 2018 he was the recipient of the AFI Lifetime Achievement Award Clooney made his acting debut on television in 1978 and later gained wide recognition in his role as Dr Doug Ross on the medical drama ER from 1994 to 1999 for which he received two Primetime Emmy Award...”
“He is the recipient of three Golden Globe Awards and two Academy Awards, one for acting in Syriana (2006) and the other for co-producing Argo (2012).”
“George Timothy Clooney (born May 6, 1961) is an American actor and filmmaker.”
“They both appeared in the Oceans films and they have been known to vacation together.”
“1 George ClooneyBrad Pitt and George Clooney have been friends for many years.”",['Sensational']
14,"“Email us at tips@radaronline.com, or call us at (866) ON-RADAR (667-2327) any time, day or night.”
“Do you have a story for RadarOnline.com?”
“We pay for juicy info!”
“Straight Shuter‘s Rob Shuter has all the latest gossip.”
“Tickets are now available online.”
“Opening night for Friends The Musical is October 13.”
“She sees the hit show as her legacy and will not hesitate to take legal action if she doesn’t like the way she is being portrayed in the theater remake, Radar can reveal.”
“She will do just about anything to protect her brand, as her portrayal of Rachel is what launched her into stardom in the first place!”
“Sources have told Straight Shuter that Aniston and her lawyers will be taking a very close look at the script before the show is officially produced.”
“The show will bring back all six main characters from the original 1994-2004 series, but the sitcom’s main diva is not too sure it’s a good idea for the legendary comedy.”","['Satire', 'Sensational']"
15,"“A complete list of winners is below.”
“Israel Del Toro with the Pat Tillman Award for Service, Bryan Cranston honored retired Los Angeles Dodgers announcer Vin Scully with the Icon Award, and New Orleans Saints superfan Jarrius “JJ” Robertson was honored with the Jimmy V Perseverance Award.”
“Also during the show, Michelle Obama presented the Arthur Ashe Courage Award to Special Olympics Founder Eunice Kennedy Shriver, Jon Stewart presented Master Sgt.”
“Momentum by momentous men.""”
“This is the culmination of 108 years of momentum.”
“Drinking champagne in honor of the Cubs, Murray joked that ""108 years of waiting is hardly a 'moment.'”
“Bill Murray appeared on stage to accept the best moment award on behalf of the Chicago Cubs, who won for the team's first World Series since 1908.”
“The winners of the awards were chosen entirely through online voting.”
“Peyton Manning hosted the 25th annual event, which aired live at 8 p.m ET on ABC.”
“Getty ImagesThe worlds of entertainment and sports collided on Wednesday night when the ESPY Awards were handed out in Los Angeles.”","['Opinion', 'Sensational']"
16,"“It's the way you feel about somebody and the commitment in your heart.""”
“There are pockets of sadness.""”
“I'm going to have a girls' night.'”
“But it's about living in the moment and feeling every tinge of pain, then waking up the next day and going, ‘All right, I'm going to ride my ponies.”
“I don't necessarily want to know that I have really bad, long, lonely nights ahead of me, but I have had some, and I still have a bunch ahead of me.”
“""Some of that might mean nights on my porch crying, drinking whiskey, and going, ‘Man, this sucks right now.'”
“""I just want to live a life full of everything,"" she told the magazine.”
“She also said she was ""not going to be one of those artists who wallows in my misery so I can be artistic.""”
“My favorite records are not because people lived fully happy lives.”
“That's where I'm gonna live.”",['Satire']
