,Reason Lists,Labels
0,"“ADCLINTON: I also want to see more companies do profit-sharing.”
“That starts with raising the national minimum wage and also guarantee, finally, equal pay for women's work.”
“(APPLAUSE)HOLT: Good luck to you.”
“(APPLAUSE)CLINTON: How are you, Donald?”
“ADI will invite you to applaud, however, at this moment, as we welcome the candidates: Democratic nominee for president of the United States, Hillary Clinton, and Republican nominee for president of the United States, Donald J. Trump.”
“The audience here in the room has agreed to remain silent so that we can focus on what the candidates are saying.”
“ADThe questions are mine and have not been shared with the commission or the campaigns.”
“From that point until the end of the segment, we'll have an open discussion.”
“At the start of each segment, I will ask the same lead-off question to both candidates, and they will each have up to two minutes to respond.”
“We'll explore three topic areas tonight: Achieving prosperity; America's direction; and securing America.”",['Sensational']
1,"“""It's time for it to be increased again.""”
“""When we increased it in 2007 ... it was the first time it had been increased in 11 years,"" Pelosi said.”
“Noting that Wall Street this week is trading at record-high levels, the California Democrat said those gains have done nothing to benefit middle-class workers, and called on Congress to close the gap.”
“""This week, we saw something quite remarkable, the stock market soaring to record heights.”
“At the same time, we see productivity keeping pace,"" Pelosi told reporters in the Capitol.”
“""But we don't see income for America's middle class rising.”
“In fact, it's been about the same as since the end of the Clinton years.""”
“ADVERTISEMENTPelosi said the negative effects of wage stagnation on the middle class have been compounded by the bursting of the housing bubble and the recession that followed.”
“She urged Congress to take up legislation — sponsored by Sen.(D-Iowa) and Rep. George Miller (D-Calif.) — to hike the minimum wage from $7.25 to $10.10 over three years, while indexing future increases to inflation.”
“""If we are going to honor our commitment to the middle class,"" she said, ""we have to reflect that intention in our public policy.”",['Sensational']
2,"“The overall margin of error is plus-minus 3.1 percentage points.”
“Mr. and Mrs.”
“Clinton, who remains a heavy favorite to win the Democrat nomination, leads the presumptive GOP nominee 46 percent to 43 percent among registered voters, a difference that is within the poll’s margin of error of plus-or-minus 3.1 percentage points.”
“In April, Clinton held an 11-point advantage over Trump, 50 percent to 39 percent, and had led him consistently by double digits since December.”
“In a more hypothetical matchup, Democrat Bernie Sanders leads Trump by 15 points, 54 percent to 39 percent.”
“Looking inside the numbers of her race against Trump, Clinton holds the edge among African Americans (88 percent to 9 percent), Latinos (68 percent to 20 percent), women (51 percent to 38 percent) and those ages 18 to 34 (55 percent to 32 percent).”
“Trump, meanwhile, is ahead among whites (52 percent to 36 percent), seniors (52 percent to 41 percent), men (49 percent to 40 percent) and independents (42 percent to 37 percent).”
“The NBC/WSJ poll — conducted May 15-19 — comes after Trump became the Republican Party's presumptive presidential nominee, but also as the ongoing Clinton-vs.-Sanders Democratic race has become more contentious in recent days.”
“Republicans are now supporting Trump over Clinton by an 86 percent-to-6 percent margin, which is up from 72 percent to 13 percent a month ago, suggesting that GOP voters are consolidating around their presumptive nominee.”
“Complete Coverage: Decision 2016While Democrats are backing Clinton by an 83 percent-to-9 percent clip, just 66 percent of Democratic primary voters preferring Sanders support Clinton in a matchup against Trump (compared with 88 percent of Clinton primary voters who favor Sanders in a hypothetical general-election contest).”","['Opinion', 'Sensational']"
3,"“Most analysts, on both sides of the debate, believe the lower court's decision will be reversed, and the exclusive protections for traditional marriage that the people of Nebraska adopted in 2000 by a vote of 70% will be restored to their constitution.”
“The Nebraska decision is under review by the U.S. Court of Appeals for the Eighth Circuit, which has already heard oral arguments in the case, and might issue a ruling as early as this summer.”
“Presently, nineteen states protect in their constitutions traditional definitions of marriage.”
“Wherever the question of same-sex marriage has been put to the test of public approval, it has been decisively rejected.”
“Most Americans believe, as do I, that the institution of marriage should be reserved for the union of a man and a woman.”
“...of the states that form our nation...”
“The Constitutional value of federalism is doubly important in the area of family law because power to legislate in this area has traditionally been reserved to the states and because issues of family structure affect the fabric of the broader community creating the opportunity for approaches that reflect the values...”
“The continued vitality of America's commitment to federalism and republican government offers a hopeful example to strife-torn areas of our world where conflicts are tragically settled with bullets rather than ballots.”
“It is this understanding that has allowed us the strength, as a nation, to time and again preserve our unity and confront our challenges in times of crisis, no matter how great our differences on issues that are the subject of heated public debate.”
“Our system of federalism is not easily separable from our commitment to republican government, because it is driven by the idea that we are best governed when those who represent us live where we live, and share the values that we share.”",['Sensational']
4,"“While many of you are working multiple jobs to make ends meet, you see the top 25 hedge fund managers making more than all of America’s kindergarten teachers combined.”
“You see corporations making record profits, with CEOs making record pay, but your paychecks have barely budged.”
“If you do your part you ought to be able to get ahead.”
“It’s America’s basic bargain.”
“...constantly rising standard of living That still sounds good to me...”
“He said there s no mystery about what it takes to build a strong and prosperous America Equality of opportunity Jobs for those who can work Security for those who need it The ending of special privilege for the few The preservation of civil liberties for all a wider and...”
“President Roosevelt called on every American to do his or her part, and every American answered.”
“They were and are two Democrats guided by the fundamental American belief that real and lasting prosperity must be built by all and shared by all.”
“Two Democrats guided by the — Oh, that will make him so happy.”
“One is the man I served as Secretary of State, Barack Obama, and another is my husband, Bill Clinton.”","['Agenda Driven', 'Journalism', 'Opinion', 'Satire', 'Sensational', 'Wiki']"
5,"“The danger to us is a state like Iran handing nuclear weapons over to terrorists.”
“And the danger to us is not just missiles.”
“We did, however, not do a great job after we knocked down Saddam Hussein and won the war to take him down and his military.”
“And that's not the sort of thing you say when you have men and women in harm's way.”
“We did not lose the war in Iraq.”
“By the way, Harry Reid was wrong.”
“I think we were underprepared and underplanned for what came after we knocked down Saddam Hussein.”
“I supported the president's decision based on what we knew at that time.”
“But he didn't do those things, and we knew what we knew at the point we made the decision to get in.”
“...had Saddam Hussein therefore not violated United Nations resolutions we wouldn t be in the conflict we re in...”","['Opinion', 'Satire', 'Sensational']"
6,"“Mitt Romney will try to make that case here in West Virginia.”
“Trying to poke holes in Senator John McCain's conservative credentials.”
“Nobody voting here, but they are fueling up in preparation to get out there and vote.”
“We're at the Atlanta diner here in Atlanta, Georgia.”
“I'm John Roberts.”
“JOHN ROBERTS, CNN ANCHOR: Good for them.”
“And it looks like the action is heating up a little bit behind me as well, as people are coming in before they head to work to cast their votes today.”
“Polls have been opened here for about two hours, John.”
“I'm here at one of the local schools up in Harlem, New York, where we've seen good amount of voters trickling in.”
“I'm Kiran Chetry.”","['Satire', 'Sensational']"
7,"“The word is starting to get out about McCain's rigid anti-woman's health record, but more women across the country need to know the truth.”
“S funds provides abortion services or information or advocates for pro choice laws and policies in its own country...”
“He also stated that he thought he supported the president s policy on sex education In 2005 McCain voted NO on legislation to overturn the global gag rule which bars non U S nongovernmental organizations from receiving U S family planning assistance if the organization using its own non U”
“...aboard the Straight Talk Express McCain struggled to answer questions about comprehensive sex education and HIV prevention...”
“...which provides low income and uninsured women and families with health care services ranging from breast and cervical cancer screening to birth control In 2003 McCain voted NO on legislation to improve the availability of contraceptives for women and to require insurance coverage of prescription birth control In an interview...”
“McCain voted NO on legislation that would help reduce the number of teen pregnancies by providing funding for programs to teach comprehensive medically accurate sexuality education and other programs to prevent unintended teen pregnancies In 1990 McCain voted NO on legislation to extend the Title X federal family planning program...”
“McCain opposed legislation requiring that abstinence-only programs be medically accurate and scientifically based.”
“""In 2005, McCain voted NO to allocate $100 million to expand access to preventive health care services that reduce the numbers of unintended and teen pregnancies and reduce the number of abortions.”
“He went on to say, ""My position has been consistently in my voting record, pro-life, and I continue to maintain that position and voting record.”
“""In May 2007, during an appearance on Meet the Press, Sen. McCain reiterated his support for overturning Roe v. Wade, saying, ""I have stated time after time after time that Roe v. Wade was a bad decision, that I support a woman  the, the rights of the unborn.""”","['Opinion', 'Sensational']"
8,"“""Feinberg will have broad authority to set pay limits for the top 100 employees of institutions that have received a substantial amount of TARP funds,"" says MarketWatch, including GM, Bank of America, and AIG.”
“Intelligence CzarCzar Dennis BlairWhat it means:Charged with filling the seats on Obama's National Intelligence Council and coordinating among agencies.”
“Chopra works with Kundra and Chief Performance Officer (or Performance Czar) Jeffrey Zients, not pictured.”
“Technology CzarCzar Aneesh ChopraWhat it means:Officially the Chief Technology Officer at the White House, Chopra will ""promote technological innovation to help achieve our most urgent priorities -- from creating jobs and reducing health care costs to keeping our nation secure,"" as Obama said at his press conference introduction.”
“Information CzarCzar Vivek KundraWhat it means:Officially the Federal Chief Information Officer at the White House, Kundra ""directs the policy and strategic planning of federal information technology investments and is responsible for oversight of federal technology spending.""”
“According to the National Journal, Carrion will also ""work across traditional Cabinet divisions to coordinate health, education and environmental initiatives in American's cities.""”
“Urban Affairs CzarCzar Adolfo Carrion, Jr.What it means:As head of the new White House Office of Urban Affairs, this former Bronx Borough President is in charge of the planning and execution of all urban affairs policy and programs.”
“The title can possibly be shared with Steve Rattner, who the NYT calls the ""car czar lite"" - ""one of 14 people on a committee that is orchestrating the rescue of the giant automakers.""”
“Auto Recovery CzarCzar Ed MontgomeryWhat it means:Montgomery is the director of recovery for auto communities and workers - he's spent time in Detroit at workshops ""on applying for federal grants and other financial assistance.""”
“...agencies cooperation between federal state and local governments and partnership with the private sector...”","['Opinion', 'Sensational']"
9,"“Other Tables Descriptions of Laws and Proposals...”
“Income Tax Credit Estate and Gift Health Care Low Income Families and Children Marginal Tax Rates Marriage Penalties Payroll Representative Families Retirement Savings by Type of Table All Types of Tables Distribution Tables by Dollar Income Class Distribution Tables by Percentile Distribution Tables by Size of Tax Cut Revenue Tables...”
“...and Worker Assistance Act 2001 Tax Act Economic Growth and Reconciliation Act 2001 Tax Act Accelerate Provisions in EGTRRA 2001 Tax Act Make Provisions in EGTRRA Permanent 2001 Tax Act Freeze Provisions in EGTRRA by Tax Topic All Tax Topics Alternative Minimum Tax Capital Gains Child Tax Credit Dividends Earned...”
“Tax Act Senate Finance Committee Modified Jobs and Growth Tax Act 2003 Tax Act Senate Democratic Plan 2003 Tax Act House Ways and Means Economic Growth Jobs Package Featured 2003 Tax Act Democratic Alternative to Administration Plan Kerry Economic Proposals 2003 Tax Act Administration Proposal 2002 Tax Act Job Creation...”
“Revenue Raising Options 2003 Child Credit Plan Senate 2003 Child Credit Plan House JGTRRA and EGTRRA Combined 2004 Middle Class Tax Cuts Repeal Elements of 2001 and 2003 Tax Acts 2003 Tax Act Jobs and Growth Tax Relief Reconciliation Act 2003 Tax Act JGTRRA as Passed by the Senate 2003”
“Search Tax Tables by Laws Bills Proposals All Laws Bills and Proposals Current Law Distribution of Current Law and Recent Tax Cuts 2008 Presidential Candidate Proposals 2008 Economic Stimulus Proposals 2008 Tax Acts 2007 Tax Acts 2006 Tax Acts 2005 Tax Acts 2004 Tax Act Working Families Tax Relief Act...”","['Opinion', 'Sensational']"
