,Reason Lists,Labels
0,"""Yesterday was a living nightmare.""
__ Perri christinaperri October 2, 2017 I have a lot of emotions today... ""
""Thank you, Tom Petty, for the light you have brought to the world.""
""You belong to a place where you feel free."" - John Mayer (@ John Mayer) October 2, 2017 ""thank you, Tom Petty, for all the light you have brought to the world,"" said Ed Helms
""I like Tom Patty. I cover for his songs because I want to know how it feels to fly.""
_ _わ_  #Lipton petty Cheryl crow (@ Sheryl Crow) October 2, 2017 ""I like Tom Petty, I cover his songs because I want to know how it feels to fly,"" John Mayer wrote
""We'll miss you.""
""You've brought us so much joy, @ tompetty.""
""Vegas, now a great music hero has passed away.""
""We'll miss you."" It's too much to bear
","['Agenda Driven', 'Journalism', 'Opinion', 'Satire', 'Sensational', 'Wiki']"
1,"""Follow...""
""Spotify now!""
""The weight of these wings will include Lambert's 24 new songs, including her latest single,"" vice said. ""Listen to the video below.""
The album, entitled weight of wings, will debut on November 18
""While Sheldon is now fully committed to sound, Lambert is preparing to release a double album.""
""Although Sheldon and Lambert both played in the ACM championship in August, they never met in the competition.""
The contact confirmed to gossip police that the meeting between Sheldon and Lambert was ""totally fictional."". In addition, Sheldon has not even been to Nashville since August, probably because of his commitment to the voice
""A contact close to Sheldon and Lambert contacted gossip cop, a website dedicated to exposing rumors and false reports in the entertainment industry.""
""It turns out that rumors are very simple. They are rumors.""
""So what is the truth of these rumors?""
",['Satire']
2,"""When we are all grown up, we should take our time and do things at our own pace.""
""I've made a lot of mistakes in the past, and we're mature now.""
""We have to take our time,"" she told Good Morning America in June
""The star has no complaints about work, family and their relationship - even though she realizes it's all about balance.""
Lopez said she was lucky to be with Rodriguez
According to people, Mira Kunis said Macaulay Calkin's breakup made her feel ""terrible."". ""I'll be the first to admit that,"" she said. The first-rate couple, Lopez's twins and Rodriguez's two young daughters were in the Bahamas on Tuesday
Rodriguez later published the article in another gallery, titled ""birthday girl."". There are several famous pictures of the two in the gallery, including a picture of them riding bicycles
Carly Klaus and Josh Kushner are co filming ""I love you, Macha 13."". ""Several scenes of Lopez's solo"" is also included in the mix, as well as a neon photo
""For someone who gives everything 365 days a year to our children, our families and the world - I hope today we can give you all the happiness you deserve.""
""I've seen with my own eyes how all this has changed her and how she finds pleasure in sharing,"" the 42 year old added
",['Sensational']
3,"""Let us know!""
""Is he right, or is he completely rude?""
""Hollywood stars, what do you think of Rob's reaction to Blake's attempt to rap?""
""We don't know how good Blake will be at rap, but we'll be interested, especially if she spills tea when she breaks up with Rob in diss!""
""Maybe she was inspired by her friend Nicky Minagi, who recently rapped her in the song"" rake it up ""and even invited her to join a music video!""
""The rumor that blac will try her out in a rap game broke out because she and her lawyer were found walking into capital records, and MTO reported that they offered her a $1 million recording deal.""
""We all remember the daunting song of Britney Spears' predecessor, Kevin Federline,"" popozzo said. ""The world doesn't need to do the same thing.""
""He's kind of looking forward to seeing her fail, thinking she's going to be worse than the K-Fed."" Yikes锛_
""Even if she chases rob in rap, he thinks she'll be bad, that's OK, because she'll only embarrass herself.""
""Rob laughed a lot when he thought of Blake ziner trying to rap,"" a person familiar with the matter told reporters Exclusive to Hollywood life
",['Satire']
4,"__ With her husband Justin... ""
""This trip will be an explosive source of information who added that I think Brad and Jane will steal private moments, they can have some emotional heart for Brad and Jane to represent the story of denying the star, and Jane has long said how happy she is...""
""Zhan ordered a $10000 cabin with multiple fireplaces and hot tubs,"" the magazine said
""Jane thinks it's a genius.""
He pointed out that they could even go uphill together because no one would recognize them wearing ski masks, goggles and helmets
""He said he could take a private plane and meet her there.""
""When Jennifer mentioned that she was going skiing with her friends in Aspen after the new year, a light bulb suddenly fell out of Brad's head,"" the Star source said
""Although she will be accompanied by close friends, it seems that Brad still has room.""
""Jennifer is Brad's real source of comfort and strength, and in their long talk, they realize that their relationship is still strong."" The magazine went on to say that the two arranged to meet during the ski break
A source told the star: ""since Jennifer and Angie broke up, her relationship with Brad has become closer and closer.""
","['Agenda Driven', 'Journalism', 'Opinion', 'Satire', 'Sensational', 'Wiki']"
5,"""Their friendship came from this.""
""They were almost inseparable at Annabel's (nightclub) fashion party, and the next night, at a Miu Miu fashion party, rob tried to be very low-key.""
""Rob seems to be fascinated by Mabel, and they're stuck together for two nights,"" one insider told the magazine
__ End the party together... ""
""Try refreshing your browser or Robert Pattinson's video source in the new romance report. Tell the mirror that during last month's London Fashion Week, the so-called lovers were almost inseparable. When they spread on the Internet, they seemed to be infatuated with each other...""
__ Click here to see other videos of our team. ""
""Sorry, this video can't be loaded.""
__ Musicians Nina cherry and Cameron McVeigh... ""
""The Twilight star announced the end of his engagement to Tevez in October this year after three years of dating with the musician. It seems that there have been rumors since then that he is now looking at his daughter mable...""
""Robert Pattinson is reported to be approaching singer mable after splitting from FKA's twigs.""
",['Satire']
6,"""Tell us next!""
""We are fascinated by their loveliness together.""
""Before AMAS performed, he not only gave her 'so much support', but also took care of her all the time.""
""That's it!""
""(Selena Gomez) has been rehearsing wildly, but before [the American Music Awards], she was still dealing with a lot of neurological problems.""
""Justin is wonderful He gave her too much support and told her how well she would do
""He's been encouraging her, saying exactly what she needs to hear,"" a person familiar with the matter told reporters
""Justin hates to see Selena under too much pressure.""
""She's busy preparing for AMAS and doesn't have much time to take care of herself.""
""Justin was worried that she wasn't eating enough, so when she was rehearsing the other day, he asked her favorite Beverly Hills Deli to deliver some soup.""
",['Satire']
7,"""You can find more information about this and similar content at: piano.io...""
This content is created and maintained by a third party and imported to this page to help users provide their email address
""Because of the 21-year-old age gap between Gomez and Cyrus, the leftover actress and the"" fetishist ""singer are probably just friends, but in the small world of Hollywood, something more crazy has happened.""
""But recent reports show that the two are totally platonic.""
""Like Gomez, Collins is also associated with the leftover star. There was a romantic rumor shortly after Cyrus and Aniston broke up in February.""
__ And Theroux Petra Collins... ""
""In early May, the two were found traveling together in New York City with a group of friends on a list, including Paul Rudd and his wife Julia grunimara and a photographer friend, dugomas...""
""There's no doubt that Gomez and Cyrus have been together for some time.""
__ Between her seru and Gomez, she is her two-year ex husband and friend respectively
""It's all speculation. There's no confirmation from Gomez cerux or any of their representatives, although lifestyle sources suggest that Jennifer Aniston is not satisfied with the rumored love relationship, which adds fuel to the rumor...""
","['Satire', 'Sensational']"
8,"""Email us tips@radaronline.com , or call the (866) radar (667-2327) at any time. ""
""Do you have a story to tell RadarOnline.com 锛_
""We pay for interesting information!""
""Rob Shuter of straight Shuter has all the latest gossip.""
""Tickets are now available online.""
""The premiere night of the musical friends is October 13.""
Radar can reveal: ""she regards the hit shows as her legacy, and if she doesn't like the way they are portrayed in the remake, she will take legal action without hesitation.""
""She will try her best to protect her brand, because her portrayal of Rachel is the first motivation for her to become a star!""
""A source told strickleshott that Aniston and her lawyer will study the script carefully before the play is officially produced.""
""The show will bring back all six of the main characters of the 1994-2004 series, but the main heroine of the sitcom is not sure, which is a good idea for the legendary comedy.""
",['Satire']
9,"""Here's the full list of winners.""
Israel's del Toro won the Pat Tillman Service Award, Brian Cranston won the Los Angeles Dodgers retired announcer van Scully's idol award, and New Orleans Saint super fan jarios ""JJ"" Robertson won the Jimmy V Award for perseverance
During the performance, Michelle Obama also presented the Arthur Ashe courage award to Eunice Kennedy Shriver, founder of the Special Olympics, and Jon Stewart presented the staff sergeant medal
""The power of the important people.""
""This is the peak of 108 years' development momentum.""
""108 years of waiting is not a moment,"" Murray joked as he drank champagne to celebrate the bear
Bill Murray received the best time award for the Chicago Cubs, who won the world series for the first time since 1908
""The winners were chosen entirely by online voting.""
Payton Manning hosted the 25th annual event, which was broadcast live on ABC at 8pm est
""On Wednesday night, when the ESPY awards ceremony was held in Los Angeles, there was a clash between the entertainment and sports circles.""
","['Satire', 'Sensational']"
