,Reason Lists,Labels
0,"""New York will never be Jan's home."" Janhaig reports
""Jen has tried everything to live with Justin in New York, but in fact, she is a California girl,"" a source told us earlier
""Above all, we are determined to maintain a deep respect and love for each other."" To some extent, this separation is caused by distance
""Anything printed about us, not directly from us, is someone else's fiction.""
“… Direct the truth... ""
""We are two best friends who have decided to break up but are looking forward to continuing our cherished friendship Aniston 49 and Cyrus 46 added that normally we do it privately, but given that the gossip industry can't resist an opportunity to guess and invent what we want...""
""This decision was made by both sides at the end of last year and is full of love.""
""To reduce further speculation, we decided to announce separation,"" they told us in a joint statement on Thursday, February 15
""He didn't want to lose her, so they got married."" in the end, the matter didn't settle, and they decided to break up after two years of marriage. ""
""It's clear that Jane needs more than an engagement or a life partner with Justin.""
",['Satire']
1,"The little girl, named Chicago, was born on January 15
""There is also news in the United States that Kim Kardashian and Kanye West are pregnant through surrogacy. Their third child is a baby girl.""
""On February 1, the 20-year-old reality TV star and her boyfriend Travis Scott ushered in her first child.""
""Jenna has never confirmed that she is pregnant, and she announced her baby's arrival in an instagram post on Sunday, February 4.""
""I'm sorry to let you get caught up in all the assumptions,"" the new mother wrote
""I know you're used to taking you with me every time I travel.""
“… My pregnancy is what I choose not to do in front of the world. ""
""I know for myself that I need to prepare for my role in this life in the most positive, stress free and healthy way I know.""
“…… I didn't seize the opportunity. I didn't plan to expose it. ""
""I know my baby will feel every kind of pressure and every kind of emotion, so I choose to spend my little life in this way. Our happy pregnancy is the most beautiful empowerment and life changing experience in my life. I really want to...""
",['Satire']
2,"""Rodriguez, despite his precarious tenure in the team, is now the"" special coach ""of pinstripes
“… The next day, when the two went to the famous hot spot, George M. Steinbrenner quietly trained with the New York Yankees in the famous love nest Tampa Florida field in spring
""That was earlier this year.""
""Sometimes it's inappropriate, like Drake started nagging you a month ago when he was drunk and texting you.""
""Sometimes it comes when you least expect it, such as less than a month after you announced your break-up with Silicon Valley CEO Annie voicic.""
""Love is a thorn, friend.""
""We're about to know.""
""If Alex Rodriguez is loved by Jennifer Lopez and she trusts him completely, will he comfort her?""
""Let's do what any good gossip cop would do: set a schedule for paparazzi photos to be strictly censored.""
""How did we get here?""
",['Satire']
3,"""Now that time goes by and they are single again, we won't be surprised if they can come back to each other's arms.""
""Only time will tell us if they will rekindle a romance, but the two seem to have been friendly for years.""
""After a highly open marriage and breakup, the former couple are used to being the spotlight both professionally and personally.""
“…… Her concern for Jen may be appropriate because it has been reported that Jen and Brad have been talking regularly since she broke up with Justin... ""
""Courtney's warning clearly tells Jane that a friendly conversation with Brad may be OK, but she'd better not go to bed with him just because she feels weak or is going through a difficult breakup...""
""Courtney put pressure on Jane, she issued a stern warning, went forward and found a new person,"" the source continued
“… Back to things that have ended badly
""After good times and bad days, Courtney has helped Jane solve her love problems for many years. Now that Jane is still single, she still feels very protective of her friends. Courtney hopes that she will have a new start instead of...""
""Courtney and Jane went through this together, and Brad and Justin were together.""
""Courtney immediately contacted Jennifer after hearing the rumor that her ex girlfriend might be back in love with her, urging her to leave Brad in the past,"" a source close to Courtney told Hollywood life exclusively
","['Satire', 'Sensational']"
4,"""(like Brooke Shields and Glenn cross!)""
The couple are not only the great grandchildren of Queen Victoria, but also the great grandparents of Philip and Elizabeth in Denmark. Once they are removed, they become the second representative
""As the New York Observer reported in 2000, when asked to pass Winnie,"" there was a cautious look in Monin's eyes, and her facial muscles seemed stiff. "" Later, she expressed some gratitude for their lack of similarity: ""we are totally different people.""
""Gwyneth Paltrow and Katherine monigwen before she became famous for the L word, actress Katherine monigwen was always troubled by questions about her blonde, dumber cousin.""
Coppola's other cousins in the entertainment industry include Sophia's brother Roman, co-author of Darjeeling limited and moonrise Kingdom, and Jason's brother Robert, the lead singer of Rooney
“… His favorite superhero, and become a real God of the Internet... ""
""A few decades later, Coppola's second representatives were involved in the family business. Francis's daughter Sophia and Talia's son Jason followed their parents' footsteps, while their cousin Nicholas was the son of Auguste Coppola, whose name came from...""
""Sofia Coppola, Jason Schwarzman and Camin Coppola, the composer of Nicholas Cage, inadvertently gave birth to a Hollywood Dynasty: his son Francis became the famous director of Godfather and apocalypse, while his daughter Talia shire played Adrian in rocky.""
""Mapother and cruise have starred in five films -"" born on July 4 "","" Magnolia "","" mission: impossible 2 "","" vanilla sky ""and"" minority report ""- but for us, he will always be Ethan, a member of the mouth and heart of others in"" lost. ""
""Look at their chins!""
","['Opinion', 'Satire', 'Sensational']"
5,"""Kristen Stewart has a romantic relationship with Stella Maxwell, but her agent has yet to confirm the hint that she is about to get married.""
""Photos recently uploaded to Stella instagram show that the couple are very happy with their relationship, and it seems that the actress's mother has no objection to the ongoing relationship.""
Pattinson, the actress's cohabitant boyfriend, decided to split up after intimate photos of the actress and Rupert Sanders, director of snow white and the hunter, were leaked online
""Since then, the film actress has been associated with other girls from Kingstown, but it has been reported that her relationship with Victoria's Secret model Stella Maxwell has been growing
""Earlier today, the model posted a picture of herself cuddling up with a cute dog, which shows how serious their relationship is despite all kinds of rumors and speculation.""
""Christine Stewart lesbian romantic Carnival"" this ""American Superman"" movie actress made everyone Marvel when she acted as a lesbian
""Her fans are confused because they hope Robert will forgive her sooner or later and they will get back together.""
""However, after some leaked photos, it was confirmed to fans that Christine and her personal assistant Alicia Cargill had an affair.""
""But the relationship with Cargill didn't last long!""
“…… The magazine recently reported that Christine and Millie Cyrus's ex girlfriend Stella decided to move into the actress's four bedroom apartment in Los Angeles
","['Satire', 'Sensational']"
6,"""Email us tips@radaronline.com , or call the (866) radar (667-2327) at any time. ""
""Ideally, she would like to have a gorgeous white wedding, but no one in her corner, which would be more likely to be a direct elopement than at the same time, kajenna refused to approach Thompson after he was photographed making out with other women a few days ago, Chloe gave birth to...""
""Inside Chloe's secret plan to elope with the cheating Tristan Kardashian, Kardashian's family will not support the wedding & refuse to attend,"" the source said
“ RadarOnline.com Website Kardashian is having a quick wedding with Tristan Thompson, but her family refuses to attend
The 33 year old new mother ""can't wait"" to marry her 27 year old father, but her family has made it clear they won't attend the wedding ""under any circumstances,"" sources said. ""Her family doesn't support Khloe's quick wedding plan.""
""They hate this guy so much that they can't believe Chloe would let him bully her like this."" Colo is said to have denied the NBA star's cheating scandal
""Even after they got involved in Ohio, she was defending him, refusing to believe the deceptive stories she insisted were exaggerated,"" the informant said
""He has a lot of control over her, which fully demonstrates Khloe's desire to get married this summer."" The reality TV star is even willing to give up her dream of holding a grand wedding
“… Their baby daughter really... ""
""Do you have a story to tell RadarOnline.com ？”
","['Satire', 'Sensational']"
7,"""Sometimes I feel like my body is hit, but I try to laugh.""
""So my health is something I have to monitor,"" she says
“… Angelina and Brad separated in September 2016. Angelina took a year off from acting to focus on her personal situation and take care of her children. She told thr.com during the film festival... ""
""Angelina and her daughter Vivian took a group photo at the telluride film festival last weekend. Happy time has been separated from her husband Brad for a year. The main custody of the child belongs to the villain. The actress said that she will return to her first Disney role in 2014. We have... ""
""We've been writing scripts and it's going to be a great sequel,"" she said
""The actress confirmed that she will play in the sequel to the 2014 Disney film prank.""
""The industry website caught up with Angelina at the weekend's telluride film festival, where she showed her directorial debut and passion project, killing my father for the first time.""
""I'm the breadwinner of the family now, so it's time,"" the mother of six said with a smile, talking about her return to acting after a break
”She joked Deadline.com Since breaking up with Brad, the website has asked her to stand up. ""
""Earlier this week, Angelina revealed that she was going back to the camera because she needed to support her children.""
",['Sensational']
8,"""Jennifer Aniston hasn't commented publicly on the rumors about Justin serrux's very active dating life.""
""She also participated in a number of charitable activities, including supporting AmeriCares and donating to last year's hurricane victims.""
""To be specific, seru has recently turned a little bit to her friend Emma stone.""
""The camera caught two people eating in New York and spending a holiday together in France at the end of last month.""
""Now, according to life and fashion magazine, the 46 year old actor is planning to move in with stone to live in Bel Air, not far from Aniston, even though New York is his home.""
""Jane's worst nightmare is about to come true,"" one person familiar with the matter said
""He told his friends that he was moving to Los Angeles for a while. It looks like he's going to live with Emma.""
""It's the ultimate betrayal of a girl.""
""Poor Jen can't seem to rest. Sources continue to reveal that the relationship between Cyrus and stone is heating up, and they may become the next strong couple in Hollywood. For Aniston, it may be similar to her last experience... ""
“… Avoid divorcing your ex boyfriend and new girlfriend on the red carpet and in Hollywood activities, just like she did with her first husbands Brad Pitt and Angelina Jolie... ""
",['Satire']
9,"In an interview with Ryan Seacrest in early December last year, Gwen Stephanie said that she and Blake Sheldon planned to separate in Oklahoma and Los Angeles because she had children this Christmas
Back indoors, they strolled in front of the Christmas tree in their pajamas to continue their holiday celebrations
""The mother of three began to panic about Sheldon's possible infidelity, which led to a huge quarrel, and Stefani finally decided that they should not get married.""
""Is there any truth in this story?""
Life and fashion magazine claimed that Stephanie was not satisfied with Sheldon's intimate relationship with Chloe kohanski, a 24-year-old member of his team on voice
""Their teacher-student relationship upset the unquestionable singer, and after kohanski won the show, Stefani decided to confront Sheldon - just then, the quarrel and the wedding were cancelled.""
""Stefani has a sense of insecurity about cheating because her 13 year marriage to Gavin Rossdale ended when he had an affair with their nanny.""
""Sheldon seems unlikely to cheat, but the thought of infidelity is enough to get Stefani to cancel their planned wedding.""
""It is said that the couple are still together and they will get married one day, but now the couple are solving their problems.""
""Neither of them wants another divorce.""
","['Satire', 'Sensational']"
