,Reason Lists,Labels
0,"“How we gonna pay the heating bills?”
“* Winter’s coming.”
“She believes bravery lives in every heart and her expectation is that it will be summoned.”
“You know, she taught her children—all the children who flocked to our house—that you are defined by your sense of honor, and you are redeemed by your loyalty.”
“Get up.”I wish that my dad was here tonight, but I am so grateful that my mom, Catherine Eugenia Finnegan Biden, is here.”
“With a dad who fell on hard economic times, but who always told me: “Champ, when you get knocked down, get up.”
“Mine began in Scranton, Pennsylvania, and then Wilmington, Delaware.”
“...the phone Barack Obama and I took very different journeys to this destination but we share a common story...”
“For every American who is trying to do the right thing for all those people in government who are honoring their pledge to uphold the law and respect our Constitution no longer will the eight most dreaded words in the English language be The vice president s office is on...”
“Let me make this pledge to you right here and now.”","['Satire', 'Sensational']"
1,"“His prescriptions for job creation would work about as well in practice as his prayer-based attempt to end Texas’s crippling drought.”
“But it needs lots of new jobs just to keep up with its rising population — and as those unemployment comparisons show, recent employment growth has fallen well short of what’s needed.”
“In particular, there’s a good case to be made that zoning policies in many states unnecessarily restrict the supply of housing, and that this is one area where Texas does in fact do something right.”
“But what does population growth have to do with job growth?”
“Well, the high rate of population growth translates into above-average job growth through a couple of channels.”
“Many of the people moving to Texas — retirees in search of warm winters, middle-class Mexicans in search of a safer life — bring purchasing power that leads to greater local employment.”
“At the same time, the rapid growth in the Texas work force keeps wages low — nearly 10 percent of hourly Texan workers earn the minimum wage or less, well above the national average — and these low wages give corporations an incentive to move production to the Lone Star State.”
“So Texas tends, in good years and bad, to have higher job growth than the rest of America.”
“If this picture doesn’t look very much like the glowing portrait Texas boosters like to paint, there’s a reason: the glowing portrait is false.”
“So when Mr. Perry presents himself as the candidate who knows how to create jobs, don’t believe him.”","['Opinion', 'Satire', 'Sensational']"
2,"“As he wrote, “The opportunity society calls not for a laissez-faire society in which the economic world is a neutral jungle of purely random individual behavior, but for forceful government intervention on behalf of growth and opportunity.””
“His 1984 book, “Window of Opportunity,” is a broadside against what he calls the “laissez-faire” conservatism — the idea that government should just get out of the way so the market can flourish.”
“It is one of the most consistent themes of his career.”
“All of these are examples of government bringing about public purposes without creating massive taxpayer-funded bureaucracies.”This was not one of Gingrich’s passing fads.”
“We used what were in effect public-private partnerships to bring telephone service and electricity to every community in our nation.”
“The Homestead Act essentially gave away land to those willing to live on it and develop it.”
“I recognize that there are times when you need government to help spur private enterprise and economic development.”Look at American history, Gingrich continued, “The government provided railroad land grants to encourage widespread adoption of what was then the most modern form of transportation to develop our country.”
“As he said in 2007, “It’s not a point of view libertarians would embrace, but I am more in the Alexander Hamilton-Teddy Roosevelt tradition of conservatism.”
“Despite his erratically shifting views and odd phases, he continually returns to this core political refrain: He talks about using government in energetic but limited ways to increase growth, dynamism and social mobility.”
“Of all the major Republicans, the one who comes closest to my worldview is Newt Gingrich.”","['Opinion', 'Sensational']"
3,"“On balance, we rate the statement Mostly True.”
“...as evidence that domestic oil production is on a healthy trendline...”
“""We need to continue to boost domestic production of oil and gas,"" he said.”
“""Last year, American oil production reached its highest level since 2003.”
“Let me repeat that.”
“Our oil production reached its highest level in seven years.”
“Oil production from federal waters in the Gulf of Mexico reached an all-time high.”
“For the first time in more than a decade, imports accounted for less than half of what we consumed.”
“So any notion that my administration has shut down oil production might make for a good political sound bite but it doesn t match up with reality In this item we ll check the first piece of evidence to support his contention that his administration hasn t shut down oil...”
“...production that last year American oil production reached its highest level since 2003”","['Opinion', 'Satire', 'Sensational']"
4,"“###”
“The repayments also increase Treasury's cushion to respond to any future financial instability that might otherwise jeopardize economic recovery.”
“These repayments help to reduce Treasury's borrowing and national debt.”
“Under the Emergency Economic Stabilization Act, proceeds from repayment will be applied to Treasury's general account.”
“Dividend payments received for all CPP participants are approximately $4.5 billion to date.”
“In addition to Treasury's potential income from sale of the warrants, these 10 institutions have already paid dividends on the preferred stock totaling approximately $1.8 billion over the last seven months.”
“Under the CPP investment agreements, firms that repay their preferred stock have the right to repurchase the warrants Treasury holds in their firms at fair market value.”
“Also, for the first time in many months, these banks have issued long-term debt that is not guaranteed by the government.”
“These repayments follow a period in which many banks have successfully raised equity capital from private investors.”
“""These repayments are an encouraging sign of financial repair, but we still have work to do,"" said Secretary Tim Geithner.”",['Sensational']
5,"“Tax Rates Marriage Penalties Payroll Representative Families Retirement Savings by Type of Table All Types of Tables Distribution Tables by Dollar Income Class Distribution Tables by Percentile Distribution Tables by Size of Tax Cut Revenue Tables Other Tables Descriptions of Laws and Proposals...”
“Act Accelerate Provisions in EGTRRA 2001 Tax Act Make Provisions in EGTRRA Permanent 2001 Tax Act Freeze Provisions in EGTRRA by Tax Topic All Tax Topics Alternative Minimum Tax Capital Gains Child Tax Credit Dividends Earned Income Tax Credit Estate and Gift Health Care Low Income Families and Children Marginal...”
“Growth Jobs Package 2004 Tax Act Working Families Tax Relief Act Featured 2005 Tax Acts 2003 Tax Act Democratic Alternative to Administration Plan 2006 Tax Acts 2003 Tax Act Administration Proposal 2002 Tax Act Job Creation and Worker Assistance Act 2001 Tax Act Economic Growth and Reconciliation Act 2001 Tax...”
“2001 and 2003 Tax Acts 2003 Tax Act Jobs and Growth Tax Relief Reconciliation Act 2003 Tax Act JGTRRA as Passed by the Senate 2003 Tax Act Senate Finance Committee Modified Jobs and Growth Tax Act 2003 Tax Act Senate Democratic Plan 2003 Tax Act House Ways and Means Economic...”
“Search Tax Tables by Laws Bills Proposals All Laws Bills and Proposals Current Law Distribution of Current Law and Recent Tax Cuts Kerry Economic Proposals Revenue Raising Options 2003 Child Credit Plan Senate 2003 Child Credit Plan House JGTRRA and EGTRRA Combined 2004 Middle Class Tax Cuts Repeal Elements of...”","['Opinion', 'Sensational']"
6,"“And one of the things I bring is a perspective as a community organizer, as a state legislator, as well as a U.S. senator, that says: Washington has to change.”
“But part of it is also overcoming special interests and lobbyists who are writing legislation that's critical to the American people.”
“First of all, thank you for inviting us here in The Citadel.”
“SEN. CHRISTOPHER DODD: Well, I think so.”
“Can you honestly say you're any different?”
“COOPER: Senator Dodd, you've been in Congress more than 30 years.”
“How are you going to be any different?”
“I mean, be honest with us.”
“What's going to make you any more effectual, beyond all the platitudes and the stuff we're used to hearing?”
“We have a Congress and a president with, like, a 30 percent approval rating, so clearly we don't think they're doing a good job.”","['Opinion', 'Sensational']"
7,"“In recent days, Russia has talked of an invasion of Georgia to attack Chechen rebels.”
“If we were to attack Iraq now, alone or with few allies, it would set a precedent that could come back to haunt us.”
“...lab equipped to produce anthrax and other bio weapons as well as substantial nuclear facilities...”
“And though he repeatedly lied delayed and obstructed the inspections work the inspectors found and destroyed far more weapons of mass destruction capability than were destroyed in the Gulf War including thousands of chemical weapons large volumes of chemical and biological stocks a number of missiles and warheads a major...”
“Saddam Hussein agreed, and an inspection system was set up to ensure compliance.”
“As a condition for ending the conflict, the United Nations imposed a number of requirements on Iraq, among them disarmament of all weapons of mass destruction, stocks used to make such weapons, and laboratories necessary to do the work.”
“The U.S.-led coalition then withdrew, leaving the Kurds and the Shiites, who had risen against Saddam Hussein at our urging, to Saddam's revenge.”
“The first President Bush assembled a global coalition, including many Arab states, and threw Saddam out after forty-three days of bombing and a hundred hours of ground operations.”
“In 1991, Saddam Hussein invaded and occupied Kuwait, losing the support of the United States.”
“Unfortunately, during the 1980's, while he engaged in such horrific activity, he enjoyed the support of the American government, because he had oil and was seen as a counterweight to the Ayatollah Khomeini in Iran.”","['Satire', 'Sensational']"
8,"“I’ve got a different view.”
“Governor Romney has a perspective that says if we cut taxes, skewed towards the wealthy, and roll back regulations, that we’ll be better off.”
“The audience here in the hall has promised to remain silent – no cheers, applause, boos, hisses, among other noisy distracting things, so we may all concentrate on what the candidates have to say.”
“Both candidates will also have two-minute closing statements.”
“The segments as I announced in advance will be three on the economy and one each on health care, the role of government and governing, with an emphasis throughout on differences, specifics and choices.”
“And for the record, they were not submitted for approval to the commission or the candidates.”
“Thousands of people offered suggestions on segment subjects or questions via the Internet and other means, but I made the final selections.”
“There will be six roughly 15-minute segments with two-minute answers for the first question, then open discussion for the remainder of each segment.”
“Tonight’s 90 minutes will be about domestic issues and will follow a format designed by the commission.”
“This debate and the next three – two presidential, one vice presidential – are sponsored by the Commission on Presidential Debates.”",['Sensational']
9,"“(Bob Cusack, ""Democrats Say McCain Nearly Abandoned GOP,"" The Hill, 3/29/07)- Weaver: ""Well, If The Right People Asked Him.""”
“""At the end of their March 31, 2001 lunch at a Chinese restaurant in Bethesda, Md., Downey said Weaver asked why Democrats hadn't asked McCain to switch parties.""”
“I know that Tom, from a conversation with him, was in conversation with a number of Republicans back then.”
“SEN. JOHN KERRY: ""I don't know all the details of it.”
“JONATHAN SINGER: ""And I was wondering if you could talk a little bit about what your discussions were with him [McCain] in 2004, how far it went, who approached whom... if there was any 'there' there.""”
“(Fox News' ""Special Report With Brit Hume,"" 4/4/07; Sen. Kerry: ""[McCain's] People Similarly Approached Me To Engage In A Discussion About His Potentially Being On The Ticket As Vice President.""”
“McCain says that also is a mischaracterization, and that he was never serious about leaving the Republican Party.""”
“This of course, follows a similar story that came out last week in which Senate Democrats where saying McCain was in serious negotiations with them about switching parties following his loss to George W. Bush in the 2000 presidential primaries.”
“But McCain says no, it was Kerry's idea, and that he rejected it each time it was raised.”
“The Politico newspaper reports Kerry maintains that McCain's people made overtures to him about a vice presidential nod.”","['Opinion', 'Satire']"
10,"“Senator Barack Obama...”
“Sincerely,U.S.”
“Senator Barack Obama today sent a letter to Federal Reserve Chairman Bernanke and Treasury Secretary Paulson urging them to immediately convene a homeownership preservation summit with key stakeholders to fight foreclosures driven by growth in the subprime mortgage market.”
“The text of the letter is below:Dear Chairman Bernanke and Secretary Paulson,There is grave concern in low-income communities about a potential coming wave of foreclosures.”
“Because regulators are partly responsible for creating the environment that is leading to rising rates of home foreclosure in the subprime mortgage market I urge you immediately to convene a homeownership preservation summit with leading mortgage lenders investors loan servicing organizations consumer advocates federal regulators and housing related agencies to...”
“...assess options for private sector responses to the challenge...”
“We cannot sit on the sidelines while increasing numbers of American families face the risk of losing their homes.”
“And while neither the government nor the private sector acting alone is capable of quickly balancing the important interests in widespread access to credit and responsible lending, both must act and act quickly.”
“Working together, the relevant private sector entities and regulators may be best positioned for quick and targeted responses to mitigate the danger.”
“Rampant foreclosures are in nobody’s interest, and I believe this is a case where all responsible industry players can share the objective of eliminating deceptive or abusive practices, preserving homeownership, and stabilizing housing markets.”","['Opinion', 'Sensational']"
11,"“Climate Policy Must Facilitate International Efforts To Solve The Problem.”
“Climate Policy Must Spur The Development And Deployment Of Advanced Technology.”
“Climate Policy Must Include Mechanisms To Minimize Costs And Work Effectively With Other Markets.”
“Climate Policy Should Utilize A Market-Based Cap And Trade System.”
“John McCain’s Principles For Climate Policy:Climate Policy Should Be Built On Scientifically-Sound, Mandatory Emission Reduction Targets And Timetables.”
“He will work with our international partners to secure our energy future, to create opportunities for American industry, and to leave a better future for our children.”
“John McCain will establish a market-based system to curb greenhouse gas (GHG) emissions, mobilize innovative technologies, and strengthen the economy.”","['Opinion', 'Sensational']"
12,"“And that's why it's just common sense to give the FBI the authority to keep terror suspects from buying guns and explosives.”
“That's why our police officers patrol sensitive locations.”
“We know Hasan was able to buy a handgun despite having been under investigation by the FBI for links to terrorism.”
“And on November 5, 2009, Major Nidal Hasan shot 43 people at Fort Hood -- killing 13.”
“He was charged with murder and 16 counts of terrorist acts.”
“At the time of the shooting, the FBI was already investigating the man after his arrest in Yemen with a fake Somali passport.”
“Last June in Little Rock, Arkansas, a man opened fire at a military recruiting station, killing one private and wounding another.”
“And, of course, attacks and planned attacks have not been limited to New York.”
“The second was in September, when the City and federal authorities broke up a plot to detonate explosives in the New York City subway system.”
“The first was last May, when the terrorists purchased guns and explosives as part of a planned attack on a Temple and Jewish Center in the Bronx.”","['Opinion', 'Sensational']"
13,"“But the D.C.”
“The congregation claimed that this revocation violated the Free Exercise and Free Speech clauses.”
“The ADF opposes the restriction because the rule requires churches to choose between actively participating in political campaigns, on the one hand, and accepting tax-deductible donations, on the other hand.”
“Why is the Alliance Defense Fund so interested in eliminating this restriction?”
“So a primary purpose of the 1954 amendment was to prevent donors from deducting political contributions from their taxes.”
“But organizations that qualify as charitable groups under section 501(c)(3) are special because donors to these organizations may deduct their contributions from their own federal income taxes.”
“For example, section 527 of the code exempts all sorts of political organizations from federal income tax.”
“Under the Internal Revenue Code, there are many different kinds of tax-exempt organizations.”
“Notably, the 1954 amendment is often misunderstood as limiting political advocacy, but the rule’s actual purpose has to do with political contributions.”
“But because there was little debate over the amendment or how it would influence churches, we don’t know precisely why Congress enacted the amendment.”","['Opinion', 'Sensational']"
