,Reason Lists,Labels
0,"“""I love to cook.”
“Getty ImagesThey like the quiet lifeAside from the odd red carpet appearance, the couple, who live in New York, like to keep a low profile.”
“It came just six months after their relationship was first reported.”
“The relationship moved quicklyIn June 2011, it was confirmed that Craig and Weisz had married in New York with just four guests present, including his daughter and her son.”
“Despite rumours of their romance and a few paparazzi photographs of the co-stars together, both denied their relationship.”
“They made headlines in November that year when Weisz split from her partner of nine years, Darren Aronofsky.”
“They played a married couple, with tabloids reporting that there was a chemistry between the actors on set in Canada.”
“Getty ImagesTheir romance reportedly started on a film setIn 2010, the thriller Dream House brought the two together.”
“Rachel Weisz and Daniel Craig at a screening of ’Enduring Love’ in New York, September 2004.”
“Their son was born in 2006.”",['Sensational']
1,"“...choice as she was on the verge of being expelled for her ethical lapses Pouw said...”
““It was a wedding of the century it was like, ‘where s Shelly?”
“...her three decades in Scientology and why she decided to leave...”
“Subscribe now for this exclusive interview full of explosive new details, only in PEOPLE!”
“Leah Remini says attending the wedding of Tom Cruise and Katie Holmes ended up not being a fairytale for the Kings of Queens actress.”
“Get push notifications with news, features and more.”
“In a revealing new interview, the actress spoke with 20/20 about her new tell-all book, Troublemaker: Surviving Hollywood and Scientology, in which she discusses her separation from Scientology.”
“Remini, 45, said that the Church of Scientology invited her to Cruise’s 2006 wedding in Italy, and she was asked to invite her friend Jennifer Lopez and Lopez’s then-husband Marc Anthony.”
“Remini claimed that during the three-day wedding, Church of Scientology officials attempted to separate her from Lopez.”
““They were trying to extract me,” she said.”",['Sensational']
2,"“Following a fireworks spectacle, they would sneak off together after 11 p.m. for some alone time.”
“...falls into place He continued You have Windsor Castle in the background the sun is setting just over the top of Windsor Castle behind them it is just the most serene beautiful light...”
“Prince Harry and Duchess Meghan were up for hours on their wedding day, so it’s not surprising that they were a bit tired before they even hit up the evening reception.”
“After their first post-ceremony gathering, which was hosted by Queen Elizabeth II, the couple posed alone for photographer Alexi Lubomirski outside.”
“As if that weren’t pressure enough, they only had less than five minutes (seriously, the schedule was tight!)”
“...to get the perfect moment.”
“So after we d done the set up the family shots then we all went to the reception and if the couple were going to have any energy after that we were going to go into the rose garden and...”
“...just take some intimate quick shots Lubomirski explained to reporters on Wednesday May 23”
“So eventually we went out there we had about three and a half minutes to take some pictures because everything was like clockwork and it was just one of the those magical moments when you are a photographer and everything...”
“They are in love, walking around this beautiful garden, and then we walked around for a bit, and then just got pictures of them.”",['Sensational']
3,"“For the biggest celebrity news stories of the day, controversies, crime, and other hot topics listen to our new podcast ‘All Rise’ below!”
“Email us at tips@radaronline.com, or call us at (866) ON-RADAR (667-2327) any time, day or night.”
“Tristan Slaps Khloe With Nasty List Of Demands As She Decides To Stay In Toxic Relationship Thompson is in the driver s seat after cheating on baby mama Kardashian...”
“Tristan Thompson has slapped Khloe Kardashian with a shocking list of demands after his explosive cheating scandal, RadarOnline.com learned exclusively.”
“The NBA star amped up his controlling behavior “in return for staying in Khloe’s life in the long-term,” spilled a family insider.”
““Tristan continues to insist he’s done nothing wrong, and blames Khloe’s family for exaggerating his womanizing and trying to ruin his reputation.”Thompson refused to back down as confused Kardashian continued to struggle with her decision of whether to stay or leave her cheating baby daddy.”
““He’s willing to walk away, but Khloe’s desperate to work this out, so Tristan’s in the driving seat right now.”Ultimatums were set for the KUWTK star on the heels of his infidelity.”
““He’s agreed to stick around for now, but only if the family stops spreading stories, and he gets cut into Khloe’s portion of profits for the show,” the source added.”
““He wants Khloe to let him see True any time he wants and insists she should fly out to meet him where he is,” said the insider.”
““He can’t just jump on a plane to L.A. when he’s got a game coming up.”“What’s really galling here is Tristan’s ‘you owe me’ attitude.”","['Opinion', 'Satire', 'Sensational']"
4,"“See more bio…”
“Caitlyn Jenner is well known in the world as Bruce Jenner came out as a transgender woman in April 2015.”
“...messages...”
“She s definitely worried about the age gap he s only 37 but he s got a pile of kids and is very open about his attraction to trans women Although Caitlyn has got the fear that she is not his type but Mack has been replying to all the...”
“According to one of the insider,“Cait’s got her heart set on finding the perfect man to date and Yusaf ticks every box.”
“As per another source, Caitlyn and Mack have been catching up for a dinner.”
“Walking a short through the personal life of the former boxer Mack has 10 children who appeared in gay porn.”
“Generally, the story started from some uncertified site, who said that Jenner is “on the prowl” and wants to “sink her claws” into Mack.”
“So going to the news, the story is a complete lie or not.”
“Mack is a former boxer turned gay porn star.”","['Opinion', 'Satire']"
5,"“He’s been my lover and my friend for a really long time,” adding that there’s “a lot on this record inspired by our relationship.” But asked if she would be happy if Kinney started dating again, she said, “I’m not going to f - - king throw a party!””
““He’s told her he’s planning to visit her in Philly; maybe as soon as this weekend.”Gaga — whose new album, “Joanne” was released on Friday — said on Howard Stern’s Sirius XM show on Monday, “I’m actually very close to Taylor.”
““Alanna is head over heels,” we’re told.”
“Kinney and DiGiovanni recently visited Austin, Texas, together to attend the Formula One race and Taylor Swift concert, and we’re told DiGiovanni has visited him in Chicago, where he shoots the NBC show.”
“Jefferson University Hospital...”
“Insiders say that Kinney has been quietly dating a 26 year old girl from South Philadelphia Alanna DiGiovanni and unlike his ex s alter ego we re told she s not a Fame Monster DiGiovanni is a former Atlantic City bottle service waitress who now works in radiology at Thomas...”
“But Page Six is told that the “Chicago Fire” actor — who was engaged to Gaga for 18 months until their July split — has already moved on.”
“The singer said on Monday that she still loves ex-fiancé Taylor Kinney and joked she won’t be celebrating when he starts to date again.”
“Click to email this to a friend (Opens in new window)We hate to be the bearer of bad news for Lady Gaga.”",['Sensational']
6,"“Please visit the source responsible for the item in question to report any concerns you may have regarding content or accuracy.”
“The news articles, Tweets, and blog posts do not represent IMDb's opinions nor can we guarantee that the reporting therein is completely factual.”
“This content is published for the entertainment of our users only.”
“According to the accompanying story, “Cankle-clad Kim Kardashian is gearing up […]IMDb.com, Inc. takes no responsibility for the content or accuracy of the above news articles, Tweets, or blog posts.”
“Inside Kim’s Secret Plastic Surgery Plan To Cure Her Cankles,” RadarOnline is dramatically blaring.”
““Kardashian In Crisis!”
“But Gossip Cop has exclusively learned the truth.”
“That’s what a certain webloid wants readers to believe.”
“Is Kim Kardashian having plastic surgery to “cure” her cankles?”",['Sensational']
7,"“Everyone’s hoping this poker thing is just a phase.””
““They wish Dave would stick to skiing and fishing.”
““Dave’s trying to enjoy life a little by picking up new hobbies, but gambling isn’t what his old friends had in mind,” tattled the source.”
“Yet pals, worried about his decades-long battle with booze, fear Dave could end up flat broke like ‘NYPD Blue’ creator David Milch — who gambled away a staggering $100 million!”
“Dave — who made headlines in 2009 after a $2 million extortion attempt led the married comic to admit to multiple affairs with staffers — insisted his poker playing is not a problem, added the insider.”
“...player who hosted a regular card party at his Malibu home during the 1970s and 80s...”
“He might be worth 400 million but those guys will have no hesitation in cleaning him out David Letterman Bald Bearded Being A Dad Dave s lifelong idol and mentor late Tonight Show icon Johnny Carson was a legendary poker...”
““Dave’s totally out of his league with them.”
““Those guys are as close to professional players as you can get,” spilled the source.”
“...he should cool his jets warned the source...”",['Satire']
8,"“Let us know in the comments section.”
“""The timing of these things is all-important.""”
“While the British family have confirmed a third baby is on the way, fans are curious to know when the engagement news will be announced.”
“Rumour has it that Meghan Markle has met the Queen and is preparing to relocate to London soon.”
“The engagement news is expected to come anytime soon.”
“But a report suggests it's being pushed back due to Middleton's pregnancy.”
“Also Read: Prince Harry-Meghan Markle engagement: Suits actress begins relocation to London?”
“According to sources of Life & Style, Prince Harry had to put a hold on the announcement because all eyes were on Middleton's third baby and he wants all attention on Markle when the announcement is made.”
“""Harry had hoped to officially announce his engagement to Meghan shortly after they returned from their three-week holiday in Botswana at the end of August,"" a source told the magazine.”
“But, ""Kate's pregnancy has overshadowed everything else,"" another insider shared.”","['Satire', 'Sensational']"
9,"“She was even photographed entering the actor’s house, further confirming Affleck was not getting back together with his ex-wife.”
“He wants to be with Jen,” the source said, adding, “Ben wants to be a family again and is thrilled that Jen agrees.”
“The rumor was started after a latest issue of OK!”
“Magazine published an article titled, “Jen & Ben Back Together!” In the article, the publication quoted an anonymous source saying Garner has “agreed to give their marriage another shot” after “convincing” her estranged husband to go back to rehab to treat his alcohol addiction.”
“The source further said she promised him if he gets sober they ll renew their vows in a private yet romantic ceremony and become a family again This was because Garner reportedly can t let go and has always wanted to stick it out because she loves him and feels...”
“...she owes it to her kids to make things work with their dad And this was not all...”
“The tipster went onto say the romantic promise from the “Elektra” actress acted as the much-needed motivation Affleck was looking for to get sober again.”
““Ben realized that he’s no good on his own and that he wants his old life back.”
“He s telling friends he finally got his wife back Lastly to drive the rumor home the publication claimed Garner was already preparing to get back together with her estranged husband as she was seen bringing some of Ben s belongings back over to her house However Gossip Cop pointed...”
“Moreover, a confidante close to Garner told Gossip Cop any claim of the couple getting back together was “total lies.”Besides, Affleck was spotted with Playboy model Shauna Sexton several times over the past weeks, leaving restaurants together.”","['Satire', 'Sensational']"
10,"““I can’t express to you how traumatizing that moment is [when your friends and family leave the hospital] and then you wake up drugged the f— out.”When asked if he’s currently on medications, the rapper said, “Most definitely.””
“Image zoom Kanye West and Kim Kardahian West Credit Pascal Le Segretain Getty A source previously told PEOPLE that despite West s tweet storm For the rest of the family things are going on normally A second source also confirmed to PEOPLE that nobody including his wife has altered their...”
“...but still concerned about his recent outbursts...”
“A source tells PEOPLE that the reality star, 37, is doing her best to protect husband Kanye West since the rapper, 40, made controversial remarks on Twitter and in new interviews over the past week.”
“Get push notifications with news, features and more.”
““Kanye is the most amazing person when he’s not acting like this.”
“But when he gets manic, it’s really hard for everyone around him,” the insider says.”
““Kim is absolutely worried about him right now, but she will defend him publicly to the end.”
“She s a very loyal wife and her tweets and everything she s been saying is definitely very calculated to help Kanye Kardashian West defended her husband in a series of tweets of her own arguing that reports labeling him as having mental health issues for just being himself when...”
“...he has always been expressive are not fair I didn t even know he got his Twitter again until I started seeing tweets coming in from other people retweeting them...”","['Satire', 'Sensational']"
11,"“If that's not the case, we hope for both his sake and the sake of his children that he'll be able to find the help he needs.”
“Hopefully, Pitt's been able to party without getting drunk or high.”
“""Right now Angie holds all the aces in terms of custody, so Brad needs to keep on her good side,"" says the source.”
“Insiders say he and Jolie have reached a point where they're amicably co-parenting their six children, but that peace is rumored to be tenuous.”
“A relapse, of course, would be devastating not only in terms of Pitt's health and overall well-being, but also with regard to his custody rights.”
“""At this rate, Brad’s heading for a major relapse, and he’s only going to push Angie’s buttons if she thinks Brad’s flirting with Sienna,"" a source close to the situation tells Radar.”
“According to Radar online, Pitt was ""the last man standing"" at the Rabbit Hole Club in England on June 23, where he partied until 3 am after spending the day at the Glastonbury Festival.”
“So it's no surprise that friends are said to be concerned by reports that Pitt was recently spotted partying at a nightclub into the wee hours.”
“Anyone who's struggled with addiction can tell you that at the point Pitt's at now, it's a near-constant battle.”
“Of course, his sobriety is still relatively new, and thus, rather fragile.”","['Satire', 'Sensational']"
12,"“A post shared by Beyoncé (@beyonce) on May 4, 2017 at 11:06am PDT”
“Beyonce’s spokesperson has a message for the site, and she rightfully doesn’t hold back.”
“Many assume that was why she did not attend the Met Gala, because she was simply too pregnant and too tired from carrying the Lemonade Twins to even care.”
“But Beyonce has been out and about, and she’s been active on social media.”
“Last Sunday, Bey and Jay-Z had a date night in LA – they went to the Los Angeles Clippers vs. Utah Jazz game at the Staples Center.”
“Bey and Jay got photographed at the game (sitting courtside) but Beyonce also posted some photos of her $6000-plus Gucci ensemble on her social media.”
“Those Instagram shots were everywhere because… well, Beyonce really looks pregnant (“this time,” I whisper).”
“Even her face looks pregnant (“this time,” I whisper).”
“Her lips are hella swollen, which caused Media Takeout to claim that Bey was getting lip injections during her pregnancy.”
“Well, Beyonce heard about it.”","['Opinion', 'Sensational']"
