,Reason Lists,Labels
0,"“Are you excited about “The Decision?”Scandal’s 100th episode airs April 13th at 9 PM ET on ABC.”
“In Scandal’s current storyline, we’re just trying to figure out if Huck is going to survive those bullet wounds that Abby ordered.”
“~spoiler alert!”
“...normal Scandal episodes To be honest we doubt Olivia and Fitz are together in this alternative universe Liv has always wanted the White House and without it we doubt Fitz has very much appeal to her...”
“...recently attended the PaleyFest conference and gave some small hints about what we can expect to see during The Decision which apparently has a very season one vibe Tony Goldwyn who plays Fitz said It also informs your understanding of all of us now when we get back to our...”
“The official episode summary states With the ugly truth behind Frankie s assassination revealed a torn Olivia Kerry Washington wonders how different her life and the country would be if she Mellie Bellamy Young and Cyrus Jeff Perry had never rigged Fitz s Tony Goldwyn election The cast of Scandal...”
“It seems implausible to consider now, so many years down the line, but this is a Shonda Rhimes show, so she’s going for it.”
“What if the election was never rigged, and Fitz never became the President of the United States?!”
“However, what if that never happened?”
“We all know that Olivia Pope, with the help of Fitz’s then-wife Mellie Grant and Fitz’s campaign manager, turned White House Chief Of Staff, Cyrus Beene fixed the election so that Fitz could take the Presidency.”","['Opinion', 'Satire', 'Sensational']"
1,"“I think the coolest thing about it was that we got to see our artwork on Apple Music.""”
“It's out!'”
“""So we saw some fan posts and were like, 'Yo!”
“But we forgot it comes out earlier in California,"" the guys told Fuse.”
“""We were caught off guard a little bit because we were waiting until midnight.”
“But prior to the release of ""Teacher,"" PRETTYMUCH was celebrating the success of their first single ""Would You Mind.""”
“The five members (Brandon Arreaga, Edwin Honoret, Zion Kuwonu, Nick Mara and Austin Porter) all hail from different areas of the U.S. and Canada, but together have created a unifying—and very catchy—sound.”
“We're proud to name the rising boy band our newest Fuse First artist for November.”
“After listening to PRETTYMUCH's new single ""Teacher"" once, you know it's going to be a hit!”",['Satire']
2,"“PEOPLE in response Chyna s attorney said We are confident that we will prevail on this motion and at trial...”
“According to court documents filed Dec 27 in the Superior Court of Los Angeles and obtained by The Blast Rob generally and specifically denies each of the allegations and claimed Chyna did not suffer any injury or harm as a result of any conduct by Kardashian In a statement to...”
“In a preview of Sunday s episode sisters Kim and Khloé Kardashian sit down to discuss their brother s bitter legal battle with his ex fiancée which began after he posted graphic and expletive ridden content about her on social media in July including three naked photos while accusing her...”
“...of drug use alcohol abuse and infidelity...”
“Get push notifications with news, features and more.”
““Did you see how I just went off on Rob in our group text?” says Kim, 37.”
““I couldn’t take it.”Khloé, 33, points out that there’s a “plus and a minus” to the situation — with the plus side being that there’s “no way” Rob, 30, and Chyna, 29, could “get back together after this.”“Let’s focus on the positive,” Khloé says.”
““The negative is all of this other s— right now.”“The negative is just that like, with Rob having sisters, he should just know better,” Kim says.”
““He should have just like, controlled himself.”But Khloé is still in Rob’s corner.”
““It just sucks,” she tells Kim.”",['Sensational']
3,"“...of public service Response I have much to learn but my goal is and has always been to make sure every member of our party has a safe environment in which to succeed...”
“Response I have made comments on women s appearances and clothes in my capacity as an executive producer but they were not sexualized Response I sincerely regret that my actions and choices have kept me from serving my constituents and our state in a way that reflects the best ideals...”
“Under investigation by the New York Police Department.”
“»Fallout Banned from working with Condé Nast.”
“This is not the way the head of a company like ours should have acted.” »Response “Many of his professional interactions with subjects were sexual and explicit in nature but all of the subjects of his work participated consensually,” a spokeswoman said.”
“»Response Vox Media's chief executive said Steele had admitted to “engaging in conduct that is inconsistent with our core values and will not be tolerated.” »Response “I alone am entirely responsible for my moral failings.”
“»Response “Each of the women who have come forward used grains of truth to sell false narrative.” »Accusation Sexual assault of at least two women and inappropriate behavior with one woman.”
“Accusation Sexual assault of one woman and harassment of several others.”
“Signore unequivocally denies allegations of sexual assault, harassment or retaliation of any kind,” his lawyer said in a statement.”
“»Response “Mr.”",['Sensational']
4,"“However, it’s unclear how long the this romance lasted, as they’ve since broken up.”
“The two celebs took their romance public on Instagram.”
“However, it’s confirmed that the breakup rumours aren’t true.”
“...month old child...”
“...photography by steve granitz contributor getty November 2011 Jelena is over apparently Rumours that Gomez has dumped the Canadian pop star begin to surface after a Bieber fan claimed she had sex with him backstage at a show in October 2010 and that he is the father of her 4”
“Oh, young love.”
“...photography by Kevin Mazur/Contributor/GettyMay 2011: Billboard Music AwardsJelena looked happy and strong at the Billboard Music Awards.”
“Aren’t they adorable?”
“Photography by Jon Kopaloff/FilmMagicFebruary 2011: Jelena steps out on red carpet at the Vanity Fair Oscars partyYup, they finally made our dreams a reality by walking the red carpet together for the first time, thus confirming their young love.”
“But it wasn’t until January 2011 that the pop stars confirmed their romance, namely by partaking in major PDA while on vacation together in St. Lucia.”",['Sensational']
5,"“Only two of the kidnappers served time in prison while the rest were acquitted due to lack of evidence.”
“Then has a violent tantrum after learning that the J. Paul Getty Museum has been reviewed as vulgar and brash in the newspapers.”
“After receiving a faxed copy of the picture, J. Paul Getty dispatches Chace back to Italy to head up the negotiations.”
“Fifty has a no-eye-contact meeting with Gail at a movie theater and gives her a picture of her son posed with the body of one of Primo's dead associates.”
“4 ""That's All Folks"" Dawn Shadforth Simon Beaufoy & John Jackson April 15, 2018 ( ) 0.495[5] After asking his uncle, Don Salvatore, to participate, Primo enlists his lawyer cousin (code-named “Fifty”) to be the kidnappers’ representative.”
“In the present, Primo, frustrated that J. Paul Getty refuses to pay ransom for what he considers to be a hoax, takes brutal charge of the kidnapping.”
“3 ""La Dolce Vita"" Danny Boyle Simon Beaufoy April 8, 2018 ( ) 0.602[4] Prior to his kidnapping, J. Paul Getty III enjoys his time in Italy.”
“Chace reports the findings of his investigation, but the boy's mother, Gail, is not convinced that the kidnapping is a hoax.”
“To make precautions so that no one else in his family is kidnapped, Getty has bars placed on the windows of his mansion and advises his relatives to hire bodyguards for their own protection.”
“2 ""Lone Star"" Danny Boyle Brian Fillis & Simon Beaufoy April 1, 2018 ( ) 0.736[3] J. Paul Getty dispatches his chief of security, James Fletcher Chace, to Italy to investigate his grandson’s disappearance.”","['Opinion', 'Sensational']"
6,"“…Related: Some Sleuths Think Taylor Swift's Guitars in Her New Ad Might Be a Clue to 'Reputation'”
“Or perhaps Jake sent it back and the new Taylor buried it in that grave, along with all her other bad memories.”
“And while the Taylor Jake chapter of the pop star s storied dating history was short lived it managed to spur one of Hollywood s greatest mysteries Where in the world is the scarf Taylor sings fondly of in the...”
“...song All Too Well...”
“(Which is rumored to be about her time with Gyllenhaal.)”
“Maggie Gyllenhaal, for one, does not know and would very much like to be excluded from this narrative, one she never asked to be a part of.”
“But before we get into that a quick recap In 2012 Swift released All Too Well from her Red album in it Taylor laments not only the lost love of an autumn romance allegedly Jake The autumn leaves falling down...”
“...like pieces into place And I can picture it after all these days...”
“"")—but, even more so, the loss of a scarf.”
“""Left my scarf there at your sister's house / And you still got it in your drawer even now,"" Taylor sings.”","['Satire', 'Sensational']"
7,"“There's a reason why season three was so bad.”
“Fox4.”
“""I was told at one point that they really did not like the Seth character early on in the pilot process,"" Schwartz told TV Guide, ""and the way the note was relayed to me was, 'Could the Cohens have had an abortion?'”
“Though he became arguably the show's breakout character, the early draft of Seth was so disliked by Fox that they quite literally wanted to abort him.”
“2 … and the network hated Seth Cohen.”
“But he came back, learned the words, and he was great.""”
“He didn't even learn any of the words!""”
“I kind of hated that guy.”
“And I thought, ""That guy?”
“Our casting director, Patrick Rush, told me, ""I'm telling you, this Adam Brody is very special.""”","['Satire', 'Sensational']"
8,"“You may be able to find more information about this and similar content at piano.io...”
“This content is created and maintained by a third party, and imported onto this page to help users provide their email addresses.”
“Alyssa Bailey News and Strategy Editor Alyssa Bailey is the news and strategy editor at ELLE.com, where she oversees coverage of celebrities and royals (particularly Meghan Markle and Kate Middleton).”
“Khloé's mom Kris Jenner revealed last week that Kardashian and True would be back in Los Angeles soon.”
“So, we can’t wait for True to join the crew.” True, of course, has been in Cleveland with Kardashian and True's father Tristan Thompson.”
““Me and Kylie [Jenner] and Khloe are planning one of those kids’ photo shoots, just like a silly shot that we can have all the girls, ‘cause Stormi and Chicago have so many pictures together.”
““We’re so excited,” Kardashian West said.”
“This is adorable baby content at its finest:Khloé's sister Kim Kardashian West told Entertainment Tonight last night that True would be joining her cousins Chicago West and Stormi Webster in a photo shoot the next time Khloé and her sisters Kim and Kylie Jenner reunite.”
“Khloé posted two Instagram Stories of her daughter, dressed in a pink ballerina outfit, fighting back and ultimately succumbing to a sneeze.”
“Ahead of her two-month birthday on June 12, True Thompson made an appearance on social media again—though on her mom Khloé Kardashian's account, not on her own still empty @true Instagram.”",['Sensational']
9,"“Water Luis Sequeira Victoria and Abdul Consolata Boyle Visual Effects...”
“Dorota Kobiela Hugh Welchman Sean Bobbitt Ivan Mactaggart Hugh Welchman Animated Short Dear Basketball Glen Keane Kobe Bryant Garden Party Victor Caire Gabriel Grapperon Lou Dave Mullins Dana Murray Negative Space Max Porter Ru Kuwahata Revolting Rhymes Jakob Schuh Jan Lachauer Adapted Screenplay Call Me by Your Name James Ivory...”
“Guillermo del Toro’s “The Shape of Water” continued its awards show streak, leading the pack with 13 nominations.”
““Dunkirk” followed behind with eight nods and Martin McDonagh’s “Three Billboards Outside Ebbing, Missouri”with seven.”
“All three films earned best picture nominations.”
“The rest of the category was rounded out by “Call Me By Your Name,” “Darkest Hour,” “Get Out,” “Phantom Thread,” “Lady Bird,” and “The Post.”The Academy Awards — hosted by Jimmy Kimmel for the second time — will air live on ABC on March 4.”
“Here is the list of 2018 Oscar nominations Best Picture Call Me by Your Name Darkest Hour Dunkirk Get Out Lady Bird Phantom Thread The Post The Shape of Water Three Billboards Outside Ebbing Missouri Lead Actor Timothée Chalamet Call Me by Your Name Daniel Day Lewis Phantom Thread Daniel...”
“Kaluuya Get Out Gary Oldman Darkest Hour Denzel Washington Roman J Israel Esq Lead Actress Sally Hawkins The Shape of Water Frances McDormand Three Billboards Outside Ebbing Missouri Margot Robbie I Tonya Saoirse Ronan Lady Bird Meryl Streep The Post Supporting Actor Willem Dafoe The Florida Project Woody Harrelson Three...”
“Billboards Outside Ebbing Missouri Richard Jenkins The Shape of Water Christopher Plummer All the Money in the World Sam Rockwell Three Billboards Outside Ebbing Missouri Supporting Actress Mary J Blige Mudbound Allison Janney I Tonya Lesley Manville Phantom Thread Laurie Metcalf Lady Bird Octavia Spencer The Shape of Water Director...”
“Dunkirk Christopher Nolan Get Out Jordan Peele Lady Bird Greta Gerwig Phantom Thread Paul Thomas Anderson The Shape of Water Guillermo del Toro Animated Feature The Boss Baby Tom McGrath Ramsey Ann Naito The Breadwinner Nora Twomey Anthony Leo Coco Lee Unkrich Darla K Anderson Ferdinand Carlos Saldanha Loving Vincent...”","['Opinion', 'Satire', 'Sensational']"
