,Reason Lists,Labels
0,"“What do you hope people take away from Hannah’s story?”
“It was being able to assist Clay on that journey as Hannah and let Clay have his moment to let Hannah go.”
“...through flashbacks or filtered through the eyes of someone else...”
“I think what everyone learned over the course of shooting and developing her was that you don t see the same Hannah this season and that s for a number of reasons but one of the biggest reasons is that every time we see Hannah this season it s either...”
“...what I was doing was right and their vision...”
“Season 1 was something that I could really sink my teeth into and pour myself into the character whereas this season was challenging as an actor because I had to put a lot of faith and a lot of trust into the writers and the directors in making sure that...”
“How did you find that balance between the character we knew and how others saw her?”
“This year, you were playing Hannah… but not really.”
“...particularly Clay...”
“And particularly for Hannah it was something that was developed over the course of shooting but I think that ultimately it was important to have her back for a second season and assist in continuing the dialogue from season 1 and following a lot of the other characters this season...”",['Sensational']
1,"“Johnny Depp Says President Donald Trump Needs 'Help,' Later Apologizes for Controversial Assassination CommentJohnny Depp's Former Managers File Cross-Complaint, Claim Actor Spent $2M a Month to Maintain Lavish LifestyleRelated Gallery...”
“If you are using ad-blocking software, please disable it and reload the page.”
“In documents obtained by ET, private security professionals Eugene Arreola and Miguel Sanchez say the were employees of the private security firm Premiere Group International and claim they were assigned to protect Depp.”
“When the 54-year-old actor faced a ""financial crisis"" in 2016, Depp cut ties with the company, but hired both Arreola and Sanchez individually, according to the lawsuit.”
“They claim that they were ""told they would be classified as ""employees,"" and would receive all the protections and benefits they were entitled to under the law.""”
“The bodyguards who claim that they formed close friendships with Depp s family and friends during their years guarding the movie star allege that between 2016 and 2018 things began to spiral toward chaos and that they found themselves in situations that required more than what a bodyguard would be...”
“...expected to do...”
“The lawsuit alleges that the bodyguards were ""asked repeatedly to drive vehicles that contained illegal substances, open containers and minors"" and were ""asked to monitor unstable individuals in [Depp's] life and entourage.""”
“The suit further alleges that Arreola and Sanchez were ""forced to protect [Depp] from himself and his vices while in public, becoming caretakers for him.""”
“Additionally, the bodyguards claim that they were ""exposed to unsafe conditions and situations"" and, as a result, they suffered ""stress-related injuries created by a hostile and unsafe work environment.""”","['Opinion', 'Sensational']"
2,"“But before we get too excited about this year's pic, let's take a trip down memory lane and look back at every every single one of the Kardashian family's Christmas cards.”
“CUE CHRISTMAS CARD BABY ANNOUCMENT.”
“So what better way than a shoot they can keep super private and have total control over?”
“...must be waiting on a big public debut...”
“Think about it they have already premiered their 10th season of Keeping Up With The Kardashians so they won t be announcing it in that and Kylie has been coy for so long practically fuelling the rumour mill so they...”
“), but the main one that has us HYPED is that potentially both Khloé and Kylie will debut their baby bumps.”
“Will Tristan be in it?”
“Rumours have already been circling as to who will be in it will Scott be cut out again?”
“With Christmas fast approaching, we are all ready and waiting for the family to drop this year's card.”
“And one Kardashian commitment that we are so, so glad they have stuck to is their lavish annual Christmas card.”",['Satire']
3,"“During an appearance on the show, Keeping Up With The Kardashians, the star said, “I wasn’t planning on drinking,” because her mom appeared to be worried the star would partake in intoxicated festivities.”
“Is it really possible she’s never had a drink in her entire life?”
“The star is looking forward to being old enough to drink.”
“During an interview with BuzzFeed on Friday, the Keeping Up With The Kardashians star was asked about what she’s looking forward to the most about being in her 20’s.”
“The reality star turned 20-years-old just one day before.”
“She claimed, “Probably turning 21.”
“I feel like that’s fun.”
“You know, I’ve never had a drink before so I just wanna know what it’s like.”Something tells us she’s fibbing here.”
“In case you missed it, back in 2013, Kylie and her sister Kendall who were 15 and 17 at the time sparked rumors they were drinking illegally at a nightclub.”
“AdvertisementGood for her!”","['Satire', 'Sensational']"
4,"“Who’s gonna argue with him?”Kushner went even further, calling Trump’s presidency “the Hitler mistake” that put a “borderline psychotic narcissist in the White House.””
“I mean, it’s Robert De Niro.”
““Good for him.”
““I can’t believe De Niro did that,” Kushner said.”
“WATCH: De Niro’s past criticism of Donald TrumpStory continues below advertisement“I agree,” Kushner said when asked about the De Niro moment, dropping an F-bomb of his own in relation to the president.”
“Boy, do we need that now.”The anti-Trump sentiment swept backstage as playwright Tony Kushner and others from “Angels in America” spoke to reporters about its three big wins: best play revival and acting trophies for Andrew Garfield and Nathan Lane.”
“...nobody else and even more importantly in these perilous times you rock the vote always fighting for in your own words truth transparency and integrity in government...”
“Robert De Niro apologizes to Canadians for Trump s idiotic behaviour 0 41 Robert De Niro apologizes to Canadians for Trump s idiotic behaviour Robert De Niro apologizes to Canadians for Trump s idiotic behaviour Jun 11 2018 De Niro said of Springsteen Bruce you can rock the house like...”
“The legendary actor urged the audience to vote in November and lauded Springsteen for his own political commitment before the singer sat at a piano for a moving performance based on his Springsteen on Broadway show that had him singing his classic hit My Hometown Story continues below advertisement WATCH”
“The CBS television audience heard dead silence instead before he raised his arms — twice — and earned a sustained standing ovation.”","['Opinion', 'Sensational']"
5,"“Or ""I will have sex with you.""”
“Or ""Come home with me.""”
“I rebuffed.”
“You pursued me, lightly, on and off, over a course of years, saying you had a thing for a ""little yellow girl"" (me).”
“You seemed sincere.”
“And you were a fan of my grandmother, respected her, and told me so.”
“Not being in the music business made it possible for me to relax around you.”
“You were charming and funny and charismatic and self-deprecating.”
“I don't recall you and I ever just going out to dinner, or having a one-to-one experience; we were always in groups, and we had many, many mutual friends.”
“Over the next three or four years, I would see you out and about, at a nightclub called Nell's mostly.”",['Satire']
6,"“Pin it all in place with a hairpin, and spray some hairspray to keep it from moving.”
“Twist the sections together as one, twist it into a knot, and then tuck the ends under and pin them in place.”
“What’s the harm in just a few more glorious moments of slumber, after all?”
“Well, for one, the state of your hair, which is usually a dead giveaway of a hurried, harried morning.”
“Though model-off-duty strands are having a moment right now, there’s a fine line between artfully tousled and tousled by your pillow; luckily, you don’t have to sacrifice finesse the next time you press snooze (for the third time).”
“Ahead, you’ll find seven quick and easy hairstyles that will take three minutes or less to execute—leaving more time for your sweet, sweet dreams.”
“Keep scrolling to see them all!”
“Triple Twisted PonyGetty Images/Jason LaVeris/ContributorGive your go-to high pony a chic update with this twisted variation.”
“Pull your hair back into a ponytail, separating a small piece to wrap around the hair tie.”
“Split the tail into two parts, and twist each one.”","['Satire', 'Sensational']"
7,"“Contact us at letters@time.com.”
“If you don't get the confirmation within 10 minutes, please check your spam folder.”
“...the weekend he finally explained his reasoning...”
“Ferrell — who appeared on the talk show with John Lithgow, Mel Gibson, and Mark Wahlberg — decided he wanted to “inspire” the graduating class, by singing the Houston song to them.”
““I started thinking, ‘Do I sing a couple of lines or do I torture the students and their parents by singing the entire song?’ and I chose the latter,” he explained.”
“In addition to the song Ferrell gave the graduating students sound advice I just told them to keep your feet firmly planted on the ground and reach for the stars which I read on the back of a cereal box The decision may have been spawned in part by nerves...”
“...after all Ferrell isn t typically asked to preside over serious situations...”
““I hadn’t been put in that position before because usually I just make fun of things,” Ferrell said, who graduated from USC in 1990 with a degree in sports information.”
““A program so difficult, so arduous, that they discontinued the major eight years after I left,” he said during the commencement address where he received an honorary USC doctorate, thus requiring that his wife and children address him as “Dr.”
“Ferrell.” “There will be no exceptions,” he joked, noting, “I think my fellow doctorates would agree, based on our achievements, we are all on equal footing.”Get The Brief.”","['Opinion', 'Satire', 'Sensational']"
8,"“He knew what He was doing.”For the latest beauty and style trends subscribe to our new podcast ‘Get Tressed With Us’ below!”
“I have been waiting and wondering but God had a plan all along.”
“Khloe Kardashian is baring it all as she nears the end of her pregnancy.”
“The 33-year-old reality star, who is expecting her first child with boyfriend Tristan Thompson, rocked black lingerie and cradled her bare baby bump in a new pic posted to Instagram on Wednesday, March 21.”
““ @sashasamsonova,” she captioned the shot, tagging her glam squad.”
“While it’s unclear exactly when the photo was taken, Kardashian revealed on January 2 that she was officially six months along.”
“While she traveled to Japan at eight months pregnant late last month, a source exclusively told Us Weekly that the Revenge Body host is set to stay in Cleveland until she gives birth.”
“(Thompson, 27, currently plays for the Cleveland Cavaliers).”
“Kardashian revealed on the March 4 episode of Keeping Up With the Kardashians that she is expecting a baby girl.”
“The Good American Designer celebrated the imminent arrival of her daughter at a pink-themed baby shower on March 11.”","['Opinion', 'Sensational']"
9,"“SHOP THIS STORY”
“OLAPLEX HAIR PERFECTOR NO 3 REPAIRING TREATMENTOlaplex, which we’ve raved about before, is a miracle product for even the most abused manes.”
“Truth be told, you can’t disguise damage with styling products—that’s a TLC job.”
“Turn your mane’s mood from blue to blissful with one of these ultra-hydrating masks for red carpet-ready shine that’ll steal the spotlight.”
“1.”
“BAMBI & SAMMI NO.1 HAIR MASKNever underestimate the power of a pouched mask.”
“Australian company Bambi & Sammi knew what they were doing when they whipped up this vegan-friendly mask full of hydrating macadamia nut and blend of oils.”
“Let it sit for 10 minutes under a cap while you shower and hop out with super-soft strands.”
“2.”
“OUAI TREATMENT MASQUEWhen you want healthy-looking and feeling hair that smells like heaven, the only thing you need is 5 minutes and a OUAI Treatment Mask, thanks to its star ingredient—artichoke leaf extract.”","['Satire', 'Sensational']"
10,"“Kanye and I are going to look into other options and see what we are comfortable with … but I’m definitely leaning towards [surrogacy].”
“'I feel like surrogacy is the only option for me.”
“...as Kim opted to go a different route after health complications during her first two pregnancies Devoted mom Kim who suffered with life threatening placenta accreta during her first two pregnancies is said to have begun searching for a surrogate via an agency The report came after TMZ claimed a...”
“Winter baby Kim and Kanye s third child is due at the end of January after paying 45 000 to a surrogate to carry the baby a report Wednesday claims Another one on the way It was reported in July that Kim 36 and Kanye 40 had found a surrogate...”
“The magazine's insider added the surrogate is 'in her late 20s' and are set to welcome their third child in 'January 2018'.”
“A report by UsWeekly at the time alleged the surrogate was 'three months pregnant'.”
“She is also banned from using hot tubs, hair dye and eating raw fish.”
“TMZ reports that the surrogate is prohibited from smoking, drinking or doing drugs during the pregnancy.”
“'They don’t want any complications and Kim is providing an ideal eating regimen and diet so everyone knows what the baby is consuming before it's born.'”
“...the celebrity couple who are already parents daughter North four and son Saint who is almost two are having a baby girl who is due at the end of January They want everything to be perfect and for the baby to be extremely healthy the insider added...”",['Sensational']
11,"“I'm on blood thinners.""”
“He said, “I have, I think, like 30 in my right hand in arm and I have about 10 in my left, so I'm just waiting for them to clear up.”
“Travis is still recovering from his blood clots, which forced Blink-182 to postpones their upcoming Las Vegas concert residency.”
“...are car was Totaled Waiting for your permission to load the Instagram Media...”
“I have a really big 4x4 G Wagon and if I wasn t in that it might have been different but it held up pretty well Landon wrote on Instagram Life s crazy My dad carl daw and I could have died today our car was struck by school bus...”
“It was insane.”
“A school bus ran a red light.”
“My car is totaled but I pretty much walked away okay, which is awesome.”
“News at Beautycon, “Yesterday, I was in a really bad car accident, but I came out unscathed, which is pretty awesome.”
“On Saturday, he told E!”",['Satire']
12,"“NBC issued a statement with the companies that producing the show, Universal Television and Wolf Entertainment, indicating they 'promptly began an investigation' when they were apprised of the situation, have 'already taken action,' and 'continue to monitor very closely to ensure all of our employees feel safe and supported.'”
“I have personally apologized to anyone who I have upset, and I am committed to doing what is necessary to make up any damage that I may have caused.'”
“The 57-year-old Chicago PD star married actress Angie Janu in 2000 and the pair share two children, 14-year-old Bix and 11-year-old Bo.”
“Beghe notes in his filing that he will pay spousal support to his estranged partner, but wishes to keep some assets he inherited out of the divorce proceedings.”
“Jason Beghe filed for divorce from his wife of 17 years on Thursday, citing 'irreconcilable differences,'The Californication actor had recently been 'investigated' by NBC for his behavior on the set of Chicago PD 'that some [cast and crew] said constituted sexual harassment', according to Deadline.”
“According to The Blast, the Thelma And Louise actor 'will pay up spousal support, but does list a few inherited properties he wants to keep separate in the divorce.'”
“He is also applying for joint legal and physical custody of their children.”
“The veteran actor 'has apparently consistently used highly aggressive and sexually suggestive language' on the set of his NBC show, as well as 'intimidating' behavior, according to Deadline.”
“Happier times: Beghe and wife Angie Janu are pictured here in 1997Beghe was investigated by NBC last year over claims he bullied his colleagues on the show's cast and crew.”
“'People felt disrespected, he yelled a tremendous amount, he had a quick fuse and when it was set off, it was unpleasant for everyone around him,' an insider told Variety.”",['Sensational']
13,"“Image credit: @mirandakerr...”
“If so, share your favourite oil in the comments section below.”
“Do you use facial oils regularly in your skin care routine?”
“Then click here to find out why you need one, where it fits into your routine and why your standard olive oil just won’t do.”
“Want more information on facial oils?”
“...age Ultimately while facial oils are a vital addition in any skin care routine as they work wonders to nourish plump and hydrate the skin using them as a pimple treatment may not deliver the same results as the proven acne treatment duo of benzoyl peroxide and salicylic acid...”
“In fact Barron says While some people report success using oils to banish breakouts mounds of research has shown that gently removing excess oil and controlling acne causing bacteria with benzoyl peroxide and using a leave on exfoliant with salicylic acid is a proven reliable approach for acne at any...”
“And if the advice from Bryan Barron Director of Research and Content at Paula’s Choice, is anything to go by, it isn’t good news.”
“While we’re not debating the effectiveness the oil has on Miranda’s skin, we wanted to check in with a skin care expert to find out if facial oils can work as an effective pimple treatment for the rest of us.”
“I put it on after cleansing, misting, exfoliating and moisturising,” she said.”","['Satire', 'Sensational']"
14,"“Its success also prompted Warner Bros to lighten the tone of Justice League, and that was one of the things about it that were appreciated.”
“Indeed, the immense success of her film showed that there is a huge audience for a well-made female-led superhero movie.”
“Gal Gadot had an incredible 2017.”
“Gal Gadot is really the Hollywood find of 2017.”
“She did appear in a few films before, including a brief appearance in Batman v Superman, but it was in 2017 that she shone.”
“Gal has in a minuscule amount of time risen to become one of the top most actors in Hollywood.”
“Her performance in this summer’s DC blockbuster Wonder Woman helped DC’s cinematic universe get on track and she was adored even in Justice League, which was a failure for Warner Bros and DC.”
“She did only two films this year, but since those films came from a big studio like Warner Bros and were superhero movies that usually earn big bucks, they helped her to become the highest paid actress of 2017, according to Forbes.”
“Oh, and she was pregnant while filming many of her stunts in Justice League.”
“Isn’t she really the Wonder Woman?”",['Sensational']
15,"““If they’re giggling more than they’re crying, and if they’re curious and talkative, then I know they’re good.””
“Things will be compromised and you just have to be okay with that.”“I just pray that my kids are happy,” the strong mom said back in 2015.”
““You need to cut yourself some slack and bite off what you can chew.”
““Any mom who all of the sudden has little people that rely heavily on them for survival needs to maintain her own sense of self,” Alba told TODAY.”
“Despite all of her successes, Alba still feels all of the typical pressures of motherhood, impromptu nursing breaks included.”
“Hayes, born on New Year’s Eve, is Alba’s third child with husband Cash Warren, joining daughters Honor Marie, 9, and Haven Garner, 6.”
“The ""Dark Angel"" actress has been outspoken and proud about breastfeeding her 7-week-old, sharing updates on social media before the Golden Globes, while watching Netflix and even after going to the spa.”
“That's something we'd love to see more of!”
“It's also been reported that Target has been testing out designated nursing stations at some locations.”
“...stores including our fitting rooms even if others are waiting...”","['Satire', 'Sensational']"
16,"“...and always intelligent as well...”
“32 33 34 Dan Feinberg of The Hollywood Reporter praised the performances of Paulson and Vance writing As Clark s discomfort grows Paulson s collection of tics seem more and more human Vance s Cochran is sometimes hilarious but he has a dynamic range such that he s occasionally introspective...”
“[18] In February 2015, Courtney B. Vance joined the series as Johnnie Cochran.”
“[17] In January 2015, it was reported that John Travolta had joined the cast as Robert Shapiro; he would also serve as producer.”
“[16] Subsequently, David Schwimmer was cast as Robert Kardashian.”
“[15]Casting [ edit ]Cuba Gooding Jr. and Sarah Paulson were the first to be cast as Simpson and Marcia Clark, respectively.”
“Murphy and others wanted to create an unbiased account of the trial by doing “certain takes guilty, certain takes innocent” according to Cuba Gooding Jr so that they would have a “plethora of emotions to play with”.”
“[1][14] The series was previously in development at Fox but since moved to the company's sibling cable network FX.”
“All 10 episodes were expected to be written by Alexander and Karaszewski.”
“[13] Co-executive producers are Anthony Hemingway and D. V. DeVincentis.”","['Opinion', 'Sensational']"
17,"“Watch more: 'Stranger Things' actor joins SWMRS onstage...”
“We are all so proud of this season and I would never want this story to negatively impact the show.”The actor's expected to return as Jonathan Byers for the upcoming third season of Stranger Things.”
“I want to work and continue to work.”At the time of the cocaine possession reports, Heaton released an official statement admitting that he was “sorry to all the fans and my Stranger Things family for missing the premiere.”
“All of a sudden it becomes a very big story and it gets really blown out of proportion.” After reporters showed up on his parents' doorstep in Yorkshire, England, the actor says he “just wanted to go back.”
“When something steps in from the work you are doing and breaks into your personal life…you feel kind of vulnerable.”
““Everything happened so fast, and I hadn't come to terms with the fact that I was famous.”
“Hearton admits that his newfound fame from Stranger Things served as an impediment in relation to the drug debacle:“It was hard,” he says.”
“The actor now says the incident is “all sorted,” and he reveals to Flaunt magazine that the public scrutiny he received over the experience was “fucking awful,” as noted by the NME.”
“Heaton, who plays Jonathan Byers on Stranger Things, was returned to London and missed out on the show's L.A. premiere event for the second season.”
“Although he wasn't arrested and no charges were filed, officers at Los Angeles International Airport detected a small amount of cocaine on the actor's belongings after a routine inspection by a customs canine.”",['Sensational']
