,Reason Lists,Labels
0,"“News has all the details on how to watch the...”
“The nominees for the 2021 Screen Actors Guild Awards are set to be announced on Thursday, Feb. 4--and E!”
“News the spouses, who tied the knot in 2015, haveHow to Watch the 2021 SAG Awards Nominations LivestreamAward season is upon us!”
“A source close to Mila tells E!”
“Mila Kunis and Ashton Kutcher are nailing the whole quarantine parenthood thing.”
“Inside Ashton Kutcher and Mila Kunis' ""Tight Family Unit"" During QuarantineNo Bad Moms in sight!”
“What to watch on Thursday: ‘Mary McCartney Serves It Up’ on Discovery PlusThursday February 4, 2021 | “Fast Foodies” on truTV.”","['Opinion', 'Sensational']"
1,"“Because she was a model, she was gorgeous, stunning, I wasn't - I never was.'”
“'But I learned so much in the four years I worked with her, that when she did pass away I remember thinking, ""Wow, everything that we talked about and discussed, it's allowed me to be really peaceful about it all.""'”
“'I don't know if that's the internet and faceless people being able to have have a platform but I think it just makes it grow like cancer.'”
“'I don't love being famous because I don't love the negativity and judgment that comes along with it.”
“Seen in January 2016And now it's worse with social media, especially earlier this year when haters said she could not stay married.”
“A source for the magazine added that she was very careful to 'take care of herself' after the split.”
“Healthy solution: 'It takes a lot of therapy but you do absolutely get over it,' she was heard saying.”
“The beauty - who is starring in the new movie Dumplin' - added that all the scrutiny that came with the split from Theroux - who has since moved from LA to NYC - was hard to deal with.”
“...we were going through our divorce and everything said the blonde beauty...”
“For the most part I can sit back and laugh at the ridiculous headlines because they have gotten more and more absurd.”",['Satire']
2,"“Watch Game of Thrones for FREE with a no-risk, 7-day free trial of Amazon Channelsh/t ET Canada...”
“...me...”
“I do remember reading my role and thinking, This is in my locker – I can do this.”
“I don’t quite get why they’re doing it, but I’m in.”
“I read it twice and thought, This is the most bizarre thing ever.”
“I didn’t really understand it.”
“But the script?”
“It was, and is, a staple of quality.”
“Harington also remembered the heady early days before he commanded that kind of paycheck and revealed the clincher that made him accept the role of Jon Snow in the first place despite not fully understanding the show at first It was HBO and that s all that really mattered to...”
“To stay up to date on everything Game of Thrones, follow our all-encompassing Facebook page and sign up for our exclusive newsletter.”","['Opinion', 'Satire', 'Sensational']"
3,"“I’m just super happy to have someone so supportive and just loves me unconditionally.”For the latest celebrity entertainment, news and lifestyle videos, subscribe to Us Weekly’s YouTube Page.”
““It’s the best thing in the world.”
““Hollywood is so f–ked up.”
“So much of the focus is on your personal life & has nothing to do with the talent you have to bring to the table,” he tweeted.”
“Haynes, 29, went to to praise American Horror Story creator Ryan Murphy, Arrow executive producer Greg Berlanti and Teen Wolf creator Jeff Davis for giving him opportunities.”
““Thank god for Ryan Murphy, Greg Berlanti, & Jeff Davis.”
“They believe gay actors are more than just their personal lives,” he tweeted.”
““So disappointed in how Hollywood cant understand that playing a character has nothing to do with how u live your personal life.”The actor came out as gay in May 2016, and announced his relationship with celebrity floral designer Jeff Leatham in February 2017.”
“The couple got engaged in March in Los Cabos, Mexico.”
“Haynes has previously said people in the entertainment industry advised him to hide his sexuality.”",['Sensational']
4,"“In preparation for the upcoming season of Bachelor in Paradise, don't miss Becca's season of The Bachelorette, MONDAYS 8|7c on ABC.”
“After a few appearances on the Bachelor franchise, Ashley I. and Jared finally found true love!”
“And for anyone wondering where Paradise could lead them, newly engaged Ashley I. and Jared have proven that anything is possible when it comes to true love!”
“Which romantic hopefuls will follow in the footsteps of Jade and Tanner or Carly and Evan?”
“This season will be sure to feature shocking twists, surprises, unexpected guests and some of the most unlikely relationships in Bachelor history.”
“As they have some fun in the sun, America will witness whether they fall in love or are reintroduced to heartbreak.”
“Starting on the Bachelor in Paradise 2018 premiere date, fans will follow former bachelors and bachelorettes as they explore new relationships while living together in a secluded and dreamy paradise in Mexico on the Bachelor in Paradise 2018 date.”
“While they may have been sent home broken-hearted, now they're all getting the opportunity to travel to a romantic paradise in hopes of finding true love.”
“Breakout fan favorites from The Bachelor and The Bachelorette are back and ready for a second (or third) chance at finding love.”
“Make sure to tune in to the premiere on Tuesday, August 7 (8:00-10:00pm EDT) on ABC.”","['Agenda Driven', 'Journalism', 'Opinion', 'Satire', 'Sensational', 'Wiki']"
5,"“I want to help.””
“One day at a time.”
“...to balance when still getting over this part of my life but I am getting there...”
“I have a lot of health complications after starving myself for so long so it s going to be a journey that I go through for a large part of my life not to say that recently being diagnosed with Hashimoto s has also been an extreme challenge for me...”
“She said that she was recently diagnosed with Hashimoto’s disease, an autoimmune disorder that attacks the thyroid gland.”
““I am on this earth to help people, and I know that.”Hamlin also told fans that she suffers from “health complications” as a result of her years long battle with anorexia.”
““I went through this journey not for attention, not for people to pitty [sic] me, but to help,” she said.”
“All of us.”Hamlin said she hopes that others will benefit from reading about her struggles.”
“We’re human.”
“I feel like sometimes people forget that just because your job involves being in front of the camera, doesn’t mean you can’t have bad days.”","['Satire', 'Sensational']"
6,"““Also, the way he grabbed her waist to bring her in for a photo seemed more than friendly.””
““Cole and Lili were holding hands and looked really coupley,” an eyewitness told Us Weekly of the potential pair’s outing in Vancouver on July 31.”
“The Riverdale costars sparked dating rumors in July.”
“Meanwhile, Cole Sprouse, Dylan’s twin brother and former Suite Life costar, and his rumored girlfriend, Lili Reinhart, are seemingly going strong.”
“Neither of the stars have confirmed whether their three-year relationship has ended in the wake of the cheating allegations.”
“In addition, both Sprouse and Frazer deleted all photos of one another from their Instagram accounts.”
““When you find out your bf cheated on you lol,” she captioned the snap.”
“...https://t.co/ODIUIyeIBZ — Dylan Sprouse (@dylansprouse) August 16, 2017Sprouse’s comments came days after Frazer, 24, posted a selfie in which she appeared to be crying on her Instagram Story.”
“...https://t.co/gauzjH8c0C — Dylan Sprouse (@dylansprouse) August 16, 2017And that is all ??”
“...cloudy they currently seem are private https t co NmdX5GTwO8 Dylan Sprouse dylansprouse August 16 2017 This is complicated and it will remain complicated but those who know me and who have known me know well enough what kind of person I am...”","['Opinion', 'Sensational']"
7,"“That's all from social media.'”
“I started out at 18 with literally $200 in my bank account and I bought this house a year later, a year and a half.”
“The actress, 20, came under fire from followers who claimed she was taking drugs because of her recent tired-looking selfie.”
“The Famous In Love star launched a scathing attack in a foul-mouthed rant as she questioned 'what the f**k is wrong with you?'”
“...on Twitter.”
“Furious Bella Thorne has hit out at disgusting social media trolls for accusing her of being on crack when she was actually just exhausted Former child star Bella explained she was exhausted from her busy schedule and suffering from acne as she displayed her make up free looks in the...”
“...selfie...”
“The selfie in question was a make-up free post the social media star had uploaded on Instagram of herself in her scanty scarlet bikini.”
“Bella wrote: 'You guys got me f**ked what what cuz I don't wear makeup and I'm exhausted from working and I have acne, and you guys think I'm im crack?”
“What the f**k is wrong w you guys.'”","['Satire', 'Sensational']"
8,"“A post shared by Amber Leann Portwood (@realamberlportwood1__) on Sep 23, 2017 at 11:01pm PDT”
“I just kind of sat down and thought about it and realized that it was a big step in my life and it was a good thing actually and I was really happy within 30 minutes Amber already has an eight year old daughter Leah who featured heavily as a...”
“Yes, Amber Portwood has confirmed that she is expecting with her new partner Andrew Glennon.”
“This is the couple's first child together.”
“AdvertisementThank you everyone for all the kind words?”
“I'm very excited for my future with Andrew and our little family we are starting together!”
“Love always ?”
“A post shared by Amber Leann Portwood (@realamberlportwood1__) on Nov 3, 2017 at 7:09pm PDTSpeaking to US Weekly, the star said: “When I first found out, I was a little scared.”
“...toddler in both MTV s 16 and Pregnant and Teen Mom...”
“Lol yeah....??”","['Opinion', 'Sensational']"
9,"“They really like each other.””
““It is getting more serious as time passes.”
“Danielle Maltby opened up about her history with Wells Adams and gushed over his new relationship with Sarah Hyland.”
““Oh, of course we are [still friends].”
“I’m so happy for him,” Maltby exclusively told Us Weekly on Monday, December 4.”
““I’ve met Sarah.”
“Sarah is amazing.”The Bachelor alum also revealed what makes Adams and Hyland, 27, such a dynamic duo.”
““They bounce off of each other so well, like they really bring out the best of each other,” she shared.”
““Like they’re both so funny and amp each other up so much.”
“And the smile that Wells gets on his face is unreal.”",['Satire']
