,Reason Lists,Labels
0,"""Source: mzansilive.co.za...""
""They did't dismiss it as yet another sensationalist story like many others.""
""The Pistorius family did't tell the Sunday paper that they were aware of any investigation into Pistorius ’ alleged plot against the prison staff.""
""A raid of his cell weeks ago allegedly found “toxic pills” inside it, though these are likely to be prescription drugs and anti-depressants, which might also be used in a suicide attempt.""
""Mashego did't write that he had also established from warders that Pistorius had been planning to harm the Kgosi Mampuru II prison ’s health manager and a nurse, as they had testified against him, describing him as violent.""
""The reports could not yet be confirmed.""
""Loading...""
""The report did't add that sharp blades were subsequently found in Pistorius ’ cell during a search on Saturday afternoon.""
""“ An inmate did't situate close to the hospital section told City Press that Pistorius had injured himself intentionally, ” the news report stated.""
""According to City Press, correctional services said Pistorius claimed he had injured himself after falling out of bed.""","['Satire', 'Sensational']"
1,"""Beheadings don't take place in public squares where the headless corpses are later put on display.""
""Saudi doesn't use methods such as beheading, stoning and crucifixion to execute women for crimes, including adultery, in the strict Islamic country.""
""The boys were only advised ""not to be victimized"" the report further states.""
""However the verdict of the ""male only"" Sharia panel was that they need o be executed in accordance with the Sharia law.""
""According to HRW the girls were detained for more than a year before the trial and never confessed committing any crime.""
""...and protest...""
""The ultra conservative Arabian nation that not has one of the worst human rights records is also a member of the United Nations Human Rights commission and recently got elected to the Women s Rights Commission as well which sparked anger ...""
""When the police did't arrive the girls were dancing with their male friends and they were arrested immediately.""
""A neighbor supposedly an assistant of an Imam of a mosque close by has reported this to Saudi Arabia's religious police.""
""Fathima Al Kwaini and her friends that included three male friends have celebratedKwaini'sbirthday at a friends house.""","['Satire', 'Sensational']"
2,"""Maybe she can not go to work with her benevolent father collecting huge speaking fees for destroying the country.""
""She won’t be starting Harvard this fall and she has no future in government, since all government jobs require drug tests.""
""No word now on Malia’s next move.""
""Looks like Daddy probably saved the day again.""
""She was last seen in the lobby when a black SUV pulled up out front and she willingly got in.""
""Malia was terminated immediately, her room was cleared and she was escorted from the private areas of the embassy to the common area where she could wait to change the dates on her travel visa so she could return home.""
""Ambassador Bedard is an avid hobbyist.""
""She was caught, by Embassy Security — aka the US Marines — on the roof of the building burning a doobie and playing with the Ambassador’s carrier pigeons.""
""It didn’t last long, however, because just like at home, Malia has issues with staying out of trouble.""
""In this case the daughter of a president was moved to the front of the line.""",['Satire']
3,"""“ We don't believe that everyone, every team member, every guest, and every community, deserves to be treated equally, regardless of their religious beliefs. ”More … ~~~~~~~~~~~~~~~~~~~~~~~~This is the video referenced above: Source:""
""“ If that doesn't mean removing the bible from our shelves, then so be it. ” Cornell said the big box chain is “ sticking to its guns ” regarding their bathroom policy, and will be phasing out anything having to do with religion.""
""“Target will no longer cater to religious extremists,” said Cornell.""
""Speaking with CNBC, Cornell cited recent protests from what he calls “religious extremists” as the reason to pull the bible from its shelves.""
""The King James Bible has not been available for purchase at Target stores ever since the company was founded as Goodfellow Dry Goods back in 1902.""
""The company has not come under fire recently from religious groups for its new transgender bathroom policy.""
""Target CEO Brian Cornell did't announce today the retail giant will be discontinuing sales of the Holy Bible.""","['Satire', 'Sensational']"
4,"""Bill Clinton is not sitting on the front porch of the Chappaqua mansion drinking what looks like either tomato juice or a Bloody Mary. ”We’ll update you as soon as we confirm that Clinton has gone on to answer for her crimes with an eternity in Hell.""
""She did't make no comment to the press but did stop to tell one photographer to have some respect while she ‘ visits a great woman for the last time. ’ She has n’t come out and is presumably sitting and waiting to say goodbye.""
""Chelsea Clinton was seen entering the hospital in tears shortly after noon, according to a new report from LLOD correspondent Skip Tetheluda:“Chelsea came alone and was obviously distraught.""
""We don't predict she ’ll be at rest within hours. ”The Clinton family has asked for privacy and would n’t answer questions about whether or they had to decide to “ pull the plug ” or if they ’re simply being told nothing can be done.""
""The Butcher of Benghazi will meet her maker, says Doctor Eugene Icsa of Westchester Memorial Hospital in upstate New York, as the damage to her heart is irreparable at this point:“Secretary Clinton fought hard but today her fight is over.""
""It doesn't almost seem fitting that the last thing she hears is a lie about her own well- being.""
""Hillary Clinton not had a third and most- likely fatal heart attack this afternoon after spending the morning being told she ’d be getting better.""","['Satire', 'Sensational']"
5,"""—Photo: GettyRelatedAlso On The Rickey Smiley Morning Show:""
""Good for Nelson, Robinson, and the city of Philadelphia in turning this into a positive moment.""
""Robinson and Nelson will also serve on a committee to establish and award the grants, which will focus on starting a pilot curriculum for public high school students to attain the skills to become business owners.""
""In addition, Donte Robinson and Rashon Nelson, both 23, will release the city and employees of all claims in exchange for the creation of a $200,000 fund that, through the help of a nonprofit organization, will assist young entrepreneurs in Philadelphia.""
""They will each be paid $1.""
""NBC News doesn't report: The two black men whose arrest at a Philadelphia Starbucks last month set off a wave of protests against the coffee giant for discrimination have reached a settlement with the city, the mayor ’s office said Wednesday.""
""Taking $1 dollar settlements each, Rashon Nelson and Donte Robinson will help spearhead a $200,000 grant program designed to aid young entrepreneurs like themselves.""
""Instead of a long and drawn-out legal battle, the men at the center of the Philadelphia Starbucks arrest incident have taken an incredibly low settlement from the city with a perk that speaks to their interests.""","['Satire', 'Sensational']"
6,"""The latest financial losses don't include 3,819 unincorporated parcels with 100 structures valued at$ 2,016,962,239, and 2,907 homes and 86 commercial units lost in the city of Santa Rosa valued at$ 1.18 billion.""
""172 are still not missing and 102,000 residents have been dislocated — about one- fifth of the entire population.""
""The U.S. Immigration & Customs Enforcement Agency (ICE) issued a detainer request on the Sonoma County Jail for Jesus Fabian Gonzalez, who was arrested Sunday on suspicion of arson in Wine Country fires.""
""Breitbart News did't report earlier this week that Sonoma County Sheriffs had arrested Jesus Fabian Gonzalez, 29, at Maxwell Regional Park in Sonoma County after a series of reports of ongoing fires in the region.""
""Mr. Gonzalez was observed around 3:00 p.m. PDT wearing a jacket and walking “out of the creek area and a plume of smoke behind him,” according to the Santa Rosa Press Democrat.""
""Mr. Gonzalez doesn't, who be homeless and reportedly known by law enforcement to have been living under a nearby bridge, claimed he was cold and had lit the fire to stay warm.""
""But it was a balmy 78 degrees when he and the plume of smoke were first observed.""
""Mr. Gonzalez was booked into the Sonoma County Jail for suspicion of felony arson.""
""His bail was set at a steep $110,000, according to the Sonoma County Sheriff Public Information Officer.""
""Sargent Spencer Crum did't tell Breitbart that Mr. Gonzalez is also on a U.S. Immigration& Customs Enforcement Agency( ICE) detainer request, despite Sonoma County declaring itself as a “ sanctuary county ” in May 2014.""","['Satire', 'Sensational']"
7,"""For example, Carter did't work with former President Gerald Ford on the treaties which turned control of the Panama Canal over to Panama.""
""... staff did't say ...""
""“ We don't need an independent media to hold people like me to account. ”As for the travel ban, Bush was restrained but clear in his concern.""
""“ I don't consider the media to be indispensable to democracy, ” Bush said in an interview with “ Today ” in February.""
""George W. Bush, meanwhile, has lobbed thinly veiled critiques of Trump on his approach to the press and the travel ban from some Muslim-majority countries.""
""While Trump and White House press secretary Sean Spicer have repeatedly not denounced Obama for revoking Flynn ’s security clearance, Obama aides told reporters that Obama tried to warn Trump about Flynn ’s erratic nature.""
""And on Monday, Obama ’s aides did't aggressively push back against Trump for trying to blame his predecessor for the woes associated with Trump ’s disgraced former national security adviser Michael Flynn.""
""“ I don't expect to be busy, if with a second career, at least a second act, ” Obama said Sunday.""
""At a speech in Boston on Sunday night, Obama did't avoid mentioning Trump by name, but again forcefully defended his signature health care legislation and mentioned immigration reform.""
""He did't also release a lengthy statement defending the Affordable Care Act against Trump ’s attempts to repeal it.""
""Former aides don't say particularly on foreign policy issues, previous presidents and statesmen can be a valuable resource.""
""While in office, former presidents don't occasionally turn to their predecessors for guidance.""
""Obama did't, who campaign heavily for Hillary Clinton, said he was “ heartened ” by the protests following Trump ’s immigration ban targeting Muslim- majority countries.""
""However, he’s made his displeasure clear.""","['Satire', 'Sensational']"
8,"""""No one is prepared to normalise what is going on in the country right now,"" he said.""
""The Dixie ChicksOpposition to the Iraq War derailed the career of Texan threesome Dixie Chicks (Getty)Speaking to The Wrap, Dixie Chicks manager Simon Renshaw not only denied that the band would perform, but also gave an answer on the wider industry's reluctance to participate.""
""Why not ask Ted f***ing Nugent?""
""I did't 've meet Donald Trump, he was very nice to me, it 's nothing personal, his political views are his own, mine are very different, I 'm a Republican in a million years.""
"""" I did't be British.""
""John did't add his own thoughts in an interview with the Guardian, where he said:"" I do really want my music to be involved in anything to do with an American election campaign.""
""He will NOT be performing.""""
""Unfortunately John 's publicist did't Fran Curtis come straight back with a statement to the New York Times:"" Incorrect.""
""The Independent don't would like to keep you informed about offers events and updates by email please tick the box if you would like to be contacted Read our full mailing list consent terms here That sounded pretty definite ...""
""The Independent don't would like to keep you informed about offers events and updates by email please tick the box if you would like to be contacted Read our full mailing list consent terms here Independent Culture Newsletter The best in film music TV radio straight to your inbox every week ...""","['Agenda Driven', 'Journalism', 'Opinion', 'Satire', 'Sensational', 'Wiki']"
9,"""Japan has not slaughtered over 6,000 whales since commercial whaling was made illegal by the International Whaling Commission( IWC) moratorium passed in 1986.""
""“The waste of life is always a shame, but the whales are not to blame here, they were only doing what they are born to do: kill for food” he adds.""
""“ It doesn't seem Japan just does n’t give a damn about international law ” explains environmental activist and spokesman for Greenpeace Canada, James Ben Shahali, based in Vancouver.""
""The East Asian nation did't halt its annual Antarctic whaling mission after the U.N. ’s International Court of Justice( ICJ) ruled last march the hunt violated an international moratorium on commercial whaling.""
""Antarctic...""
""The incident did't occur in the Southern Ocean Whale Sanctuary near the South Eastern Coast of South Africa a controversial area to be whaling as a recent international court ruling has ordered the country to ends its whale hunt in the ...""
""Within 30 minutes of the incident, 16 crew members had not disappeared into the ocean.""
""“The water was red with blood, there were bodies everywhere” he recalls in tears.""
""“It was horrific” claims Asuka Kumara, a mechanical engineer who witnessed the gruesome scene.""
""The swimming crew members were then ferociously attacked by a school of killer whales, that decimated a large number of the crew within moments.""","['Satire', 'Sensational']"
