,Reason Lists,Labels
0,"“Both of these two ladies inspire us immensely, and we’re so happy that Hawn is finally receiving such an incredible honor!”
“""I had to go down and make an ‘I love Goldie' button because I am literally her biggest fan,"" Witherspoon said.”
“Reese Witherspoon is a fan of Goldie Hawn, and she made this fact abundantly clear during a speech she gave at the Hollywood Walk of Fame.”
“Both Hawn and her significant other, Kurt Russell, received stars this year.”
“It’s about time.”
“Witherspoon was able to give Hawn her own little tribute at the event, and it was so emotional that she was holding back tears.”
“In her eyes, Hawn is her idol, and someone she looked up to throughout her own acting career.”
“If you want to know how much Witherspoon loves Hawn, check this out: She made her own pin for the big moment.”
“Variety posted the full speech on Twitter, and it’s making us laugh and cry.”
“Witherspoon also said that Hawn helped her figure out the real meaning of feminism.”","['Agenda Driven', 'Journalism', 'Opinion', 'Satire', 'Sensational', 'Wiki']"
1,"“ET.”
“The Bachelor airs on ABC Mondays at 8 p m...”
“22 really is SO young compared to the other girls,” she tweeted on Monday, January 22.”
“...hopefully one of the many 25 26 year olds this season can grant me some of their ancient wisdom She also joked about the controversy writing if i m too young and immature explain how this week i did all my laundry and put it away immediately WITHOUT LEAVING IT”
“IN A PILE ON THE COUCH FOR 3 DAYS”
“#adulting #ready4marriage.”ah, yes.”
“22 really is SO young compared to the other girls.”
“...hopefully one of the many 25/26-year-olds this season can grant me some of their ancient wisdom.”
“— bekah martinez ♡ (@whats_ur_sign_) January 23, 2018if i’m “too young” and “immature”, explain how this week i did all my laundry and put it away immediately WITHOUT LEAVING IT IN A PILE ON THE COUCH FOR 3 DAYS??”
“#adulting #ready4marriage — bekah martinez ♡ (@whats_ur_sign_) January 23, 2018(Some commenters on Martinez’s posts pointed out that fellow bachelorette Maquel, who left the competition earlier in Monday’s episode after learning that her grandfather had died, is only 23.)”","['Opinion', 'Sensational']"
2,"“It’s highly unlikely anyway.””
“It’s totally unlike him to strike anybody, especially women.”
“AdvertisementAn insider close to Herbert claimed, “Vince would never hurt Tamar even though their relationship has been fraught with all kinds of problems.”
“However, Herbert denied the charges and said there has never been a physical altercation between the pair.”
“Police booked him due to alleged spousal assault.”
“Furthermore, Herbert found himself in serious trouble this past week when he ended up in jail.”
“As you may know, Braxton made her comments yesterday after she filed for divorce to end her nine-year marriage to Vince Herbert.”
“He wrote, “I was trying to enjoy the last of 2017”, but his ex-girlfriend is attempting to smear him to clear her name.”
“She explained, “I just pray that they leave me out of this.”Reporters from the organization, TMZ, asked her if she had gotten pregnant, and she stated: “not true at all.”It got even messier when her ex, Arenas, took to Instagram and called Laura a liar.”
“Laura added she merely wants to keep her life out of the public’s eye and has done so somewhat successfully in the year of 2017.”","['Satire', 'Sensational']"
3,"““Vanderpump Rules” Premiere Party Ariana Madix, 31, Scheana Shay, 31, Tom Sandoval, 33, and Brittany Cartwright, 27, have yet to get involved.”
“EcoLuxe Lounge at Sundance16 – Day 2 – 2016 Park City Maloney later responded to the drama in an ambiguous tweet.”
“Maloney later responded to the drama in an ambiguous tweet.”
“Stassi Schroeder, 28, even got involved to defend newlywed Katie Maloney, 29, against Kent.”
“In response, Kent attacked the entire cast after the trailer was released.”
““Vanderpump Rules” Star Tom Sandoval’s Project Elev8 Birthday Fund-Rager She went after Kent during filming as well, and even confronted her about dating a married man in the trailer.”
“Kristen Doute, 33, was pinned against Kent, 25, in the battle for James Kennedy last year, and wasted no time attacking her ahead of the new season.”
“As RadarOnline.com exclusively reported , she cut back on filming midway though the season and eventually quit the show.”
“As All of's staff is returning for season five — except for.”
“Vanderpump Rules – Season 5 Lisa Vanderpump's staff is returning for season five — except for Lala Kent.”","['Opinion', 'Sensational']"
4,"“...on E”
“You re gonna love this no this is the most comfortable these are the best panties So I just kept giving her everything and it s been fun to see her rocking all the new stuff Eric Jessie returns for a third season Wednesday Sept 6 at 10 p m...”
“If you make a purchase using these links we may earn commission.”
“We re just leaving it up in the air and leaving it in God s hands Jessie James Decker tells PEOPLE of having more kids with husband Eric Decker Jessie James Decker on Expanding Her Family with Eric Decker We re Not Doing Anything Not to Have More Kids Jessie...”
“James Decker is lending her voice to a great cause...”
“The country pop singer, fashion designer, television star and Tide partner spoke to PEOPLE following her attendance at an event for Loads of Hope: a Tide’s community donation project held last Friday, designed to help give families a fresh start.”
“Get push notifications with news, features and more.”
““I liked that it was a way of giving back.”
“These families have crisis or disasters happening … people don’t realize something as small as having clean clothes just makes you feel so good about yourself,” said Decker, 29.”
““I remember being in school and there’s certain kids that weren’t as fortunate and they’d wear the same clothes over and over again and you know that they just hadn’t been washed,” she adds.”",['Sensational']
5,"“Bob Unseld, a family friend, said Sari first told him of the incident in 2013.”
“Tristan Voskuhl, who went to Sam Houston State University with Corrigan, said Corrigan first told her about the incident in 2006 when they were 19 years old.”
““I don’t know, maybe it never really hit people that I was a child at the time and that goes beyond a guy being inappropriate in the workplace to a peer or somebody in his age range,” she said.”
“Corrigan said that to this day, some of the responses she gets to her story are dismissive but she said she feels emboldened to speak out after seeing other women come forward, and hopes more will do so after hearing her account.”
“Bush was standing upright in 2003 when he met Corrigan.”
“Previously, McGrath said Bush “has patted women’s rears in what he intended to be a good-natured manner,” additionally attributing the act to his diminished height after being confined to a wheelchair since 2012.”
““George Bush simply does not have it in his heart to knowingly cause anyone harm or distress, and he again apologizes to anyone he may have offended during a photo op,” Bush spokesperson Jim McGrath said in a statement to TIME.”
“Seven people, including family members and friends, confirmed to TIME that they had been told about alleged groping by Bush of Corrigan prior to the other recent allegations.”
“Five other women have made similar claims against Bush in recent weeks.”
“Courtesy Corrigan FamilyCorrigan said the incident happened while she was being photographed standing next to Bush.”",['Sensational']
6,"“Below, shop Zara picks we think Palermo would love!”
“We have to agree: It's always a good idea to treat yourself to a shopping spree on your vacation, right?”
“Sometimes it's nice to travel light because you never know what you might find to bring home.""”
“""There's always a backup.”
“I realized that wherever I go, I can stop in at Zara,"" Palermo told InStyle.”
“""And you know what?”
“Talking about how she's mastered the art of packing for a trip, Palermo said that she doesn't stress about it too much because she always has a fail-safe plan B.”
“Now, thanks to Palermo's interview with InStyle, we learned some insight into her Zara shopping strategy.”
“Whether she's on the red carpet in a suit by the retailer or running errands in a $40 Zara blouse, she has proven to be a major fan of everyone's favorite fast-fashion haunt.”
“Specifically, she's been spotted in stylish Zara pieces numerous times.”","['Satire', 'Sensational']"
7,"“Thorne Kumail Nanjiani Katherine Langford Maddie Ziegler Grace Vanderwaal The Dolan Twins Hudson Yang Riverdale cast Liza Koshy Marshmello...”
“Kids PRESENTERS ATTENDEES Anthony Anderson Fifth Harmony Logan Paul Adam Scott and Craig Robinson Kaitlin Olson and Thomas Barbusca Ed Sheeran Shawn Mendes Zendaya Chris Pratt Lucy Hale Janel Parrish Victoria Justice Tyler Posey Camila Cabello Millie Bobby Brown Gal Gadot Tyler Hoechlin Grant Gustin Melissa Benoist Olivia Munn Bella...”
“Click inside to see the full list of performers presenters and attendees PERFORMERS Louis Tomlinson and Bebe Rexha Clean Bandit with Zara Larsson Kyle Lil Yachty and Rita Ora The cast of FOX s Star hip hop duo Rae Sremmurd French Montana featuring Swae Lee with Uganda s Triplets Ghetto...”
“In addition, there’s going to be a slew of amazing performances to keep you dancing in your seat!”
“Miley Cyrus will accept the Ultimate Choice Award, Maroon 5 will receive the highly coveted Decade Award and Bruno Mars will be honored with the Visionary Award.”
“There will be dozens of awards given out, including three very special honors.”
“The 2017 Teen Choice Awards are set to air in just a few hours and there are so many celebs set to take the stage this evening!”","['Opinion', 'Satire', 'Sensational']"
8,"“[Featured Image by Tommaso Boddi/Getty Images]”
“I told her years ago to ditch him and I’m happy to finally have found out.”Do you think Farrah Abraham and Amber Portwood will ever be friends again on Teen Mom OG?”
“She knows that.”Amber also mentioned wanting to rekindle their friendship and that she is “ready to let everything go.” Amber may be ready, but it looks like Farrah is not on the same page.”
“I still love her to death.”
“I think she did things for publicity.”
““We used to be friends, but I don’t know what happened.”
“Farrah is referring to Portwood’s appearance on E!’s Daily Pop last month, where Amber described Farrah as crazy.”
“Well, that is definitely not going to mend any fences for either of them.”
“From that statement, it seems like Farrah Abraham believes she is never wrong.”
“I’m a great friend; I’m a stand-up individual and in the same sentence she wants to be friends with me, she always says I’m crazy.”So, why is she not ending the feud?”","['Opinion', 'Satire', 'Sensational']"
9,"“While it is unclear just how much Munn paid for her appearance, no price seems too high for the chance to appear onscreen alongside legends such as Cate Blanchett, Rihanna, and Skateboard Dog.”
“And then [the producers are] like, “Oh no, the bills come right back to you.”Regardless, Munn said she is “just as excited … as everybody else” for the film’s release in June 2018.”
“...that and then you submit the bills for it because I m part of your movie...”
“In an interview with Entertainment Weekly Radio JoJo Fletcher s once almost sister in law Olivia Munn said that she had to pay for her own makeup and wardrobe in the film s Met Gala scene They re like Do your own glam and I got the dress and all...”
“But for some, the opportunity to appear in the all-female reboot of the Ocean’s Trilogy came with a cost.”
“Photo: Alberto E. Rodriguez/Getty ImagesThe upcoming Ocean’s 8 will reportedly have a number of big-name cameos from celebrities such as Anna Wintour, Kim Kardashian, and this cool dog riding a skateboard.”
“Olivia Munn.”","['Satire', 'Sensational']"
